Area,VehPower,VehAge,DrivAge,Credit,FuelType,Density,Amount
D,6,2,38,770,Diesel,817,1172
B,6,3,63,765,Diesel,61,1172
C,7,6,39,770,Diesel,135,186.27
E,6,1,68,751,Diesel,2365,444.615
E,6,1,68,751,Diesel,2365,586
D,7,13,51,770,Diesel,817,1171.28
C,5,4,58,770,Regular,416,5424
C,6,7,29,749,Regular,158,2172
C,7,5,46,770,Regular,149,67.46
D,5,7,35,720,Diesel,1313,1172
D,7,5,27,740,Diesel,1313,738.5367
D,7,5,27,740,Diesel,1313,390.6667
D,7,5,27,740,Diesel,1313,390.6667
A,6,9,43,770,Diesel,37,96.14
D,12,10,58,762,Regular,1457,1172
C,5,6,22,725,Regular,204,116.67
C,5,6,22,725,Regular,204,586
D,4,4,53,770,Regular,851,1172
D,6,5,29,766,Diesel,522,81.39
C,7,1,39,770,Diesel,204,1172
E,13,7,43,749,Diesel,4128,806.38
A,8,2,45,724,Diesel,13,1172
B,4,12,48,702,Regular,57,1172
B,6,12,37,761,Diesel,57,1172
B,9,10,43,770,Regular,57,4416.52
E,4,6,80,753,Regular,2733,1172
C,5,10,40,757,Diesel,197,586
C,4,6,37,770,Regular,336,2338.51
D,7,14,55,770,Regular,709,80
E,4,12,39,770,Regular,3430,12172
C,6,1,67,770,Regular,433,73.18
C,5,3,37,765,Diesel,262,1172
E,7,10,47,770,Regular,4762,1072.61
E,7,8,46,770,Regular,4762,4158.51
E,7,11,40,770,Regular,4762,1172
E,4,4,25,720,Regular,2733,170.32
E,11,10,82,770,Regular,4762,454.29
E,6,7,82,770,Regular,4762,80.8
A,7,13,50,770,Diesel,9,1173.35
A,7,4,55,760,Regular,35,850.79
D,6,7,30,749,Diesel,798,1172
D,6,3,23,708,Diesel,1253,634.06
A,5,15,53,770,Regular,28,1172
C,14,10,38,770,Regular,435,25.77
D,5,5,30,714,Diesel,1974,586
D,5,5,30,714,Diesel,1974,586
B,5,2,49,758,Diesel,77,1172
A,5,9,50,770,Diesel,36,1172
C,6,4,48,770,Diesel,298,1093.61
B,6,2,50,770,Diesel,72,88.05
D,4,7,48,770,Regular,1313,78.16
A,7,5,43,770,Diesel,25,1172
C,5,17,27,744,Diesel,298,1172
C,5,11,76,770,Regular,212,1329.14
D,5,16,57,765,Diesel,782,1455.455
D,5,16,57,765,Diesel,782,41.705
D,7,8,64,762,Diesel,1397,1172
C,6,8,57,770,Diesel,166,1172
D,7,6,76,770,Regular,1601,1172
D,7,7,76,770,Regular,1601,1172
A,9,4,50,760,Diesel,38,1068
D,6,4,52,758,Diesel,1601,453.94
E,7,4,45,770,Regular,3134,1172
E,4,1,31,757,Regular,3963,1172
D,6,9,47,770,Diesel,647,797.175
D,6,9,47,770,Diesel,647,586
D,5,14,33,756,Regular,586,1168.9
E,7,12,64,770,Regular,3973,1484.97
C,5,3,32,748,Diesel,115,1172
D,5,8,50,747,Diesel,1191,586
D,5,8,50,747,Diesel,1191,2112
D,5,9,46,735,Regular,1191,38.44
D,5,18,33,714,Regular,1146,1172
B,8,6,65,720,Diesel,83,1172
C,6,5,77,770,Diesel,269,81.33
D,6,2,74,770,Regular,583,1172
B,6,8,27,708,Diesel,58,1172
B,5,2,50,770,Diesel,54,85.8
C,6,5,54,757,Diesel,283,1172
D,5,8,58,770,Diesel,593,1172
C,6,6,46,770,Regular,111,6195.9
B,9,3,52,770,Regular,60,69.19
A,5,9,24,744,Diesel,48,1145
A,7,11,38,770,Diesel,49,1172
E,4,15,30,756,Diesel,2472,1172
C,5,9,33,760,Regular,200,80.91
E,7,15,37,756,Regular,5449,1172
C,6,9,47,770,Regular,116,818.94
D,9,7,57,770,Regular,1557,3582.73
D,7,6,66,757,Regular,1328,3000
C,4,14,52,770,Regular,263,924.43
E,7,12,29,752,Regular,5449,1172
E,8,14,42,720,Regular,4646,1172
D,5,5,54,770,Regular,509,97.36
E,6,11,51,770,Diesel,5449,170.65
C,7,15,32,740,Regular,201,1172
D,6,12,46,738,Diesel,881,1172
B,5,9,45,770,Diesel,98,1158.75
D,7,16,23,730,Regular,881,365.29
A,4,1,51,735,Regular,45,1172
D,4,9,44,714,Regular,881,473.21
D,7,9,37,770,Diesel,881,1172
A,6,4,61,770,Diesel,21,150.27
C,10,11,56,769,Diesel,104,798.05
B,8,16,18,720,Regular,63,10000
C,7,16,40,770,Regular,132,201.12
E,8,10,36,756,Regular,2415,4100.03
C,7,6,59,758,Diesel,232,1172
B,8,21,40,770,Regular,71,124.1
C,4,10,19,720,Regular,170,4172
B,4,15,20,720,Regular,78,1172
D,8,2,49,770,Diesel,1282,1326.62
E,4,13,47,770,Regular,2656,120.64
D,6,11,80,714,Regular,1466,207.725
D,6,11,80,714,Regular,1466,502.85
D,7,10,40,770,Diesel,1466,1172
D,11,10,47,758,Regular,1442,1172
D,4,5,49,770,Regular,636,3033
D,7,7,43,770,Diesel,1466,1172
D,6,16,54,770,Regular,1466,76
D,6,12,53,740,Diesel,575,1172
E,6,7,45,770,Regular,2795,1151.31
E,6,5,39,770,Regular,2795,1172
D,6,7,44,770,Regular,845,1500
D,6,1,31,749,Diesel,1403,1172
C,5,3,77,747,Regular,145,1172
A,5,11,33,770,Diesel,23,80.65
B,6,13,37,732,Regular,55,1172
C,4,12,45,770,Regular,150,1172
E,7,7,59,760,Diesel,3301,77
B,5,17,62,770,Diesel,58,1172
C,5,3,86,770,Diesel,301,1172
B,6,2,80,743,Diesel,52,1172
D,6,6,59,739,Diesel,1313,10000
C,6,12,26,740,Diesel,214,1172
D,7,4,62,770,Regular,1313,25.25
D,5,3,45,770,Regular,1313,632.57
C,6,4,33,770,Diesel,229,226.7
B,6,14,44,763,Diesel,86,1172
C,6,18,43,757,Regular,157,1172
E,6,12,53,770,Diesel,9817,586
D,4,9,38,763,Regular,1602,1172
B,6,8,49,767,Diesel,55,605.08
A,9,14,32,748,Regular,28,746.6
B,6,3,33,764,Diesel,57,1739.38
A,6,3,51,752,Diesel,32,429.38
A,6,7,20,695,Diesel,31,1172
A,7,19,56,770,Diesel,39,72
B,4,10,34,770,Diesel,57,1172
B,6,4,48,747,Diesel,50,2172
C,6,12,42,770,Diesel,100,34.68
C,6,7,47,770,Diesel,127,5000
D,7,13,52,770,Regular,1602,1172
D,8,11,34,759,Diesel,722,1172
E,6,13,44,770,Diesel,2377,1172
E,4,8,28,766,Regular,3688,933.01
E,9,15,52,770,Regular,5449,586
E,4,3,75,744,Regular,3688,1863.23
D,6,3,52,770,Diesel,611,7767.63
E,7,1,67,770,Regular,3688,1172
E,5,1,64,770,Diesel,3688,1098.31
E,4,2,56,770,Regular,3688,780.42
D,6,13,54,770,Diesel,883,2250
D,9,17,34,770,Regular,1052,1172
A,6,10,56,770,Diesel,24,1001
A,6,5,46,770,Diesel,9,1172
D,5,10,37,757,Diesel,1028,1172
B,6,12,72,744,Diesel,53,1172
B,5,14,53,770,Regular,51,1172
B,5,9,46,770,Regular,51,70.01
A,6,15,43,748,Diesel,11,1172
A,7,7,73,752,Diesel,9,1172
A,7,16,45,762,Regular,22,1309.12
A,7,15,58,758,Diesel,7,1172
B,11,11,26,763,Diesel,73,51.93
C,9,12,56,770,Regular,186,1172
C,6,14,37,752,Diesel,164,615.61
A,4,13,48,770,Regular,41,1393.83
D,4,1,46,758,Regular,1601,1172
D,6,7,49,770,Diesel,1501,158.49
D,9,12,42,770,Regular,1601,1172
D,8,1,44,770,Diesel,1501,1172
C,5,3,57,770,Diesel,302,2885.07
C,5,9,30,730,Diesel,222,289.21
C,6,12,37,770,Diesel,222,586
D,4,16,46,758,Regular,820,1172
C,4,11,44,757,Regular,251,1172
A,4,19,37,770,Regular,42,1172
C,6,12,68,749,Diesel,156,1172
E,6,14,42,702,Diesel,3866,586
E,6,14,42,702,Diesel,3866,586
C,12,1,59,770,Regular,424,1219.63
A,7,13,64,762,Diesel,20,1172
C,11,15,55,725,Regular,434,1172
A,10,3,42,770,Diesel,43,1393.27
A,10,3,42,770,Diesel,43,1714.84
B,7,8,30,770,Diesel,71,117.23
E,9,11,26,735,Regular,3866,1172
A,5,0,35,770,Diesel,50,788.31
A,5,4,55,770,Regular,50,80.12
A,5,3,50,758,Regular,50,1172
C,10,8,52,768,Diesel,461,1124.71
D,5,3,54,748,Regular,747,6172
B,8,5,58,753,Diesel,54,1172
B,6,4,55,734,Diesel,54,1172
D,6,5,56,748,Diesel,634,1172
E,5,3,33,770,Diesel,3866,1172
C,6,11,26,752,Diesel,137,522.86
B,6,10,62,725,Diesel,84,1172
E,6,12,33,735,Diesel,2679,371.18
E,4,18,70,770,Regular,7955,1172
D,5,8,69,770,Regular,507,1172
B,7,10,40,770,Regular,59,1172
E,7,9,64,770,Regular,2733,504.94
D,7,5,52,770,Regular,1400,2058.23
E,7,11,54,770,Diesel,4762,7888.08
E,6,13,31,757,Regular,4762,1172
D,13,2,47,770,Diesel,511,144.01
A,4,18,38,765,Regular,12,1172
A,6,10,45,730,Diesel,15,1172
B,8,15,28,744,Diesel,72,1454.71
C,4,3,72,770,Diesel,337,2250
C,5,3,52,770,Regular,213,1172
A,5,6,27,756,Diesel,5,2172
C,7,9,25,730,Regular,393,1516.4
C,7,9,55,763,Diesel,161,1356.97
B,4,13,60,770,Regular,66,129.08
B,7,2,39,755,Diesel,59,2864.64
A,8,2,65,770,Diesel,28,2099.32
C,8,7,53,770,Diesel,111,586
A,5,1,26,735,Diesel,17,806.16
D,4,17,52,740,Diesel,1054,53.97
D,10,3,34,764,Diesel,1054,1095.34
A,6,8,38,758,Diesel,14,1172
C,4,15,28,756,Diesel,128,1315
C,6,0,63,770,Diesel,124,1172
D,5,3,46,749,Regular,1408,1172
B,11,24,40,758,Diesel,66,1172
C,5,3,69,770,Regular,453,2672
E,6,7,67,770,Diesel,3317,1172
E,6,14,70,770,Diesel,3317,839
C,7,2,52,770,Diesel,212,1172
E,4,5,48,770,Regular,3317,1172
E,9,4,39,765,Regular,9096,205.82
C,7,3,65,770,Diesel,421,1172
E,4,3,36,723,Regular,3317,265.155
E,4,3,36,723,Regular,3317,717.38
E,8,10,40,770,Diesel,3317,3385
D,4,6,67,770,Regular,658,1172
E,5,9,55,770,Regular,3317,70
D,5,3,54,770,Regular,1005,1172
E,9,1,59,770,Diesel,4762,1587.59
C,5,13,34,735,Diesel,222,1172
C,6,7,45,770,Diesel,126,1172
B,7,16,32,744,Diesel,60,1172
C,6,7,38,770,Diesel,222,77.5
E,6,7,32,735,Diesel,4059,1172
A,4,16,48,770,Regular,37,763.03
A,7,14,39,720,Diesel,37,1172
C,6,15,25,720,Regular,222,2197.6
C,5,4,67,757,Diesel,172,1172
B,10,7,32,725,Diesel,61,1172
D,5,5,24,720,Diesel,1313,1172
D,5,5,24,720,Diesel,1313,1578.23
A,6,3,26,752,Diesel,26,77.5
A,6,16,41,735,Diesel,48,1172
A,4,21,63,756,Regular,23,1775.22
D,5,15,47,770,Regular,741,83
A,6,2,71,770,Diesel,23,1172
C,5,2,44,770,Regular,138,1744.83
A,6,6,39,770,Diesel,48,1793
A,5,3,84,720,Regular,34,1172
A,4,7,53,770,Diesel,34,253.42
C,6,4,41,770,Diesel,213,2126.62
C,8,3,53,743,Diesel,485,1172
A,8,5,51,770,Diesel,10,640.335
A,8,5,51,770,Diesel,10,1154.835
D,4,3,44,770,Regular,1408,90.3
B,6,3,41,744,Regular,64,1172
D,5,8,30,752,Diesel,1408,754.49
D,6,8,64,770,Diesel,1408,1172
C,6,1,58,770,Regular,169,784.67
D,5,11,22,730,Regular,1408,122.43
D,4,6,64,758,Regular,1408,1172
B,5,17,22,725,Regular,85,1172
B,6,14,48,762,Diesel,85,1172
C,5,6,27,744,Regular,144,1172
D,6,15,43,758,Diesel,1408,1172
C,10,15,36,770,Regular,484,1172
D,11,5,31,748,Diesel,1408,586
D,7,11,53,758,Regular,1408,1172
D,7,14,54,756,Regular,1408,25.8
A,5,11,60,770,Diesel,32,1172
C,6,6,75,770,Regular,203,235.14
D,5,3,46,744,Diesel,581,2067.3
C,5,6,45,770,Diesel,295,4162.2
B,6,11,41,770,Diesel,64,586
B,6,11,41,770,Diesel,64,100.68
C,9,13,56,770,Diesel,295,1172
C,6,6,41,763,Diesel,295,1555.27
C,6,12,56,770,Diesel,295,1130.35
C,4,12,56,770,Diesel,295,1327.35
A,4,2,42,743,Diesel,42,696.25
A,11,10,20,695,Regular,31,1172
D,5,18,36,752,Regular,563,851.74
A,7,9,84,764,Regular,43,1172
E,5,2,54,751,Diesel,2252,52.91
E,5,2,54,751,Diesel,2252,742.165
C,7,17,54,770,Diesel,353,586
C,7,17,54,770,Diesel,353,690.715
E,6,13,51,770,Diesel,2252,706.52
D,5,3,47,770,Regular,562,2530.05
E,6,2,50,762,Diesel,2252,152.45
B,12,3,44,758,Diesel,64,1313.14
B,11,10,68,770,Regular,94,843.25
C,7,6,43,758,Diesel,229,1172
E,9,13,49,751,Regular,2252,586
E,9,13,49,751,Regular,2252,293
D,5,3,64,770,Regular,525,1389.13
D,4,7,47,770,Diesel,1326,194.23
D,7,13,46,748,Regular,1326,1432.96
D,6,13,31,720,Diesel,533,3172
B,7,5,44,770,Regular,66,250
B,7,5,44,770,Regular,66,586
D,5,4,26,730,Diesel,510,1146.24
A,7,8,54,735,Regular,18,733.33
D,9,3,53,769,Diesel,752,4172
E,11,1,42,770,Diesel,2537,1172
E,6,8,46,770,Diesel,3075,1172
C,9,13,43,770,Regular,465,1172
E,4,16,48,770,Regular,4348,342.5
E,4,7,45,770,Regular,2906,76.01
D,7,1,45,770,Diesel,1535,2054.49
E,9,12,27,759,Regular,4348,80.88
D,5,12,47,764,Diesel,1287,1172
D,5,3,81,770,Regular,1535,1172
E,5,6,28,740,Diesel,4348,913.96
B,5,3,45,770,Diesel,80,1172
E,6,1,46,770,Regular,4456,76.01
D,8,2,39,750,Diesel,1287,1172
A,5,8,22,725,Regular,31,1172
A,4,6,83,770,Regular,9,1172
A,8,10,43,770,Diesel,34,883.12
F,9,2,33,756,Regular,15703,1172
C,6,3,42,770,Regular,359,61.31
D,5,8,67,762,Diesel,747,586
D,5,8,67,762,Diesel,747,586
C,7,7,37,756,Diesel,247,1500
D,7,9,32,753,Diesel,747,1311.9
C,7,10,59,770,Regular,261,1172
A,5,14,61,770,Diesel,44,1089.56
D,7,25,75,758,Regular,1729,1172
B,6,6,41,770,Diesel,68,1172
D,4,4,76,770,Regular,854,4274.49
E,7,6,64,705,Diesel,3688,1172
E,4,6,26,744,Regular,3688,1172
E,9,12,52,761,Diesel,3688,6174.33
E,9,1,52,770,Diesel,3688,236.18
C,10,6,55,770,Diesel,141,1172
A,6,9,35,755,Diesel,33,540.21
B,5,7,63,758,Diesel,91,1172
D,6,2,22,756,Diesel,1786,207.9
C,6,5,62,729,Diesel,348,1172
B,7,2,62,770,Regular,66,1172
B,7,2,55,758,Regular,84,1900.25
B,7,2,55,758,Regular,84,462.33
A,6,10,74,770,Diesel,41,1172
D,6,2,44,770,Diesel,614,1172
B,7,4,38,767,Regular,86,3705.18
C,9,6,65,770,Regular,369,1172
D,6,12,50,770,Diesel,613,3812.45
E,5,7,55,754,Diesel,3744,1765.36
D,7,5,40,770,Diesel,611,1172
E,7,10,54,764,Regular,4116,874.9
A,7,3,70,770,Regular,11,1158.17
B,4,12,44,770,Regular,57,152.19
B,7,11,32,770,Regular,57,283.52
A,7,4,29,763,Regular,27,277.45
A,5,4,56,770,Regular,37,256.81
C,4,12,41,730,Regular,127,1673.6
C,4,12,41,730,Regular,127,379.355
C,6,10,34,766,Diesel,130,524.51
D,10,10,42,725,Diesel,1408,120.3
C,9,8,55,770,Regular,129,2335.04
B,10,10,39,725,Regular,88,1919.07
C,7,13,65,770,Regular,484,433.54
E,10,8,49,756,Regular,4087,523.29
E,6,1,66,770,Diesel,2767,1172
D,11,10,42,770,Diesel,1408,1172
E,7,9,44,743,Regular,2694,3172
A,7,8,57,770,Diesel,34,2130.35
C,5,16,55,770,Regular,270,1172
D,6,4,30,749,Regular,587,339.01
C,5,3,65,770,Diesel,403,13563.7
C,5,8,51,752,Diesel,109,20.85
B,6,19,37,770,Diesel,85,1172
D,9,1,60,748,Diesel,1489,31.12
D,9,1,60,748,Diesel,1489,2060.545
E,6,9,20,720,Diesel,2694,85.89
E,5,0,32,732,Diesel,2694,1172
C,7,14,35,725,Regular,115,1172
C,7,12,36,720,Regular,465,1172
B,7,11,33,708,Regular,94,1172
C,7,9,28,765,Regular,227,616.57
C,9,17,42,730,Diesel,153,1172
F,5,1,29,768,Diesel,27000,957.4
C,4,14,44,708,Regular,227,3530.75
C,4,13,28,725,Diesel,227,1172
C,5,0,38,770,Diesel,247,1172
C,7,11,28,740,Regular,100,74.02
E,6,5,20,730,Diesel,4128,1241.55
B,5,9,45,770,Regular,99,1781.99
D,4,9,52,757,Regular,1165,1172
C,6,8,32,766,Diesel,330,4732.68
D,5,2,73,770,Diesel,983,1172
E,4,9,41,765,Regular,4128,1120.24
C,6,16,44,770,Regular,131,4224.425
C,6,16,44,770,Regular,131,586
C,6,7,40,720,Diesel,355,457.39
B,5,11,56,770,Diesel,71,1172
C,6,11,52,770,Diesel,245,433.25
D,6,14,51,766,Diesel,1291,428.71
D,4,14,21,725,Diesel,745,584.59
D,6,7,35,756,Diesel,745,11.05
D,6,11,37,766,Diesel,1913,96.565
D,6,11,37,766,Diesel,1913,129.73
D,7,12,44,760,Diesel,745,69.61
D,6,5,28,720,Diesel,1313,1172
A,8,13,31,749,Diesel,31,1172
A,8,14,43,768,Diesel,33,15
A,6,7,49,725,Diesel,25,1883.31
D,7,8,52,770,Diesel,1704,1253.32
D,8,7,43,770,Regular,1704,1166.86
E,6,3,37,708,Regular,3657,1172
E,6,8,26,744,Diesel,8880,2600.86
B,5,9,52,730,Diesel,70,818.25
C,4,10,52,770,Regular,315,2988.96
B,6,10,42,770,Diesel,91,418.34
B,6,9,31,708,Diesel,86,1172
A,5,2,32,770,Diesel,41,1088.96
B,5,2,39,762,Diesel,60,78.13
D,5,1,56,688,Diesel,1313,1172
A,6,10,38,763,Diesel,43,2506.06
B,6,12,36,770,Diesel,61,915.61
A,6,9,30,725,Diesel,25,2750
C,5,3,43,770,Regular,115,586
C,5,3,43,770,Regular,115,49.45
C,6,10,31,730,Diesel,133,1172
A,8,6,37,770,Diesel,33,596.42
C,5,13,49,695,Diesel,214,1172
E,10,12,54,756,Diesel,3541,1430.12
C,7,2,30,720,Regular,313,1172
F,5,1,20,735,Diesel,10156,158.32
A,6,5,50,770,Regular,16,2632.99
C,5,1,49,770,Diesel,431,3691.49
D,11,12,50,770,Diesel,634,3172
B,6,14,50,770,Regular,53,1172
E,5,0,25,735,Diesel,3274,5909.2
C,4,4,56,730,Regular,224,1805.1
D,6,16,29,753,Regular,1753,1172
D,8,7,29,744,Diesel,1753,1172
D,6,17,28,748,Diesel,904,1172
B,9,10,37,708,Regular,95,1172
D,8,13,32,763,Regular,1753,2346.62
C,9,14,31,749,Regular,273,1172
C,4,9,42,753,Regular,415,1172
A,5,10,49,758,Diesel,9,1172
A,5,15,55,770,Regular,27,1398
D,5,4,49,770,Diesel,1753,304.52
B,7,3,36,766,Regular,72,98.32
D,9,12,65,766,Regular,1753,1172
D,4,10,54,737,Diesel,1753,319.45
D,5,4,47,764,Diesel,1753,15000
C,6,8,28,720,Regular,122,1220.28
D,6,7,58,770,Diesel,1753,779.94
D,9,10,32,766,Regular,1313,1172
C,8,6,28,763,Diesel,298,1172
A,6,5,42,758,Diesel,22,127
E,8,1,38,770,Regular,3317,2855.94
C,11,3,44,770,Diesel,235,1172
D,6,6,44,770,Diesel,904,1172
E,5,3,86,759,Regular,4456,1472
E,13,20,47,770,Regular,2074,261.96
A,6,4,47,770,Regular,28,1172
D,6,6,61,770,Diesel,776,3172
D,7,12,46,770,Regular,1343,1172
C,6,3,34,770,Diesel,490,1172
C,4,9,36,770,Diesel,372,31.15
D,5,6,62,768,Regular,1002,282.27
B,7,5,64,770,Regular,93,1172
D,4,12,32,763,Regular,1601,154.16
C,5,8,44,743,Diesel,142,1172
C,5,13,42,770,Regular,121,699.1
E,5,3,35,769,Regular,4762,81.53
C,4,18,53,758,Regular,112,1172
E,4,14,50,770,Regular,4762,50.66
E,6,6,37,770,Regular,2446,1900
C,6,7,52,725,Regular,335,1172
D,5,4,59,770,Diesel,1466,586
D,5,4,59,770,Diesel,1466,2889.365
D,5,3,43,770,Diesel,783,346.59
C,5,3,33,770,Diesel,332,1172
E,4,8,27,751,Regular,2949,1172
D,7,15,53,735,Diesel,567,1172
D,6,10,42,770,Diesel,1468,438.98
D,6,12,41,770,Diesel,1466,243
D,4,3,40,770,Regular,1442,1172
D,6,11,44,770,Diesel,553,1417.05
E,4,17,36,761,Diesel,9307,890.68
D,6,10,23,720,Regular,824,1172
D,7,2,36,725,Diesel,1323,7475.48
D,8,12,34,770,Diesel,1323,586
D,5,6,54,770,Regular,1323,1172
D,7,5,32,768,Diesel,1323,3232.07
E,6,2,52,742,Regular,9307,1797.07
D,11,6,28,751,Regular,1323,2231.38
C,4,28,20,735,Regular,104,861.49
A,5,7,55,770,Diesel,48,1172
A,10,5,33,743,Diesel,31,1241.205
A,10,5,33,743,Diesel,31,586
D,7,9,37,770,Regular,714,134.33
A,7,17,24,744,Diesel,38,5531
B,4,6,21,725,Regular,91,1172
A,7,1,95,758,Regular,29,1172
B,6,14,48,770,Diesel,91,241.03
A,7,11,65,770,Diesel,15,586
A,6,10,73,770,Diesel,19,1172
A,5,16,66,758,Diesel,27,586
A,5,16,66,758,Diesel,27,586
C,6,5,54,770,Regular,370,70.62
A,4,9,44,730,Diesel,27,939.45
B,7,0,65,770,Diesel,50,78.16
B,5,3,24,720,Diesel,57,1172
D,6,8,46,743,Diesel,1384,1172
D,6,5,41,770,Diesel,606,1172
D,5,10,46,745,Regular,1962,1172
C,5,5,67,770,Diesel,343,358.26
E,5,14,28,740,Diesel,3628,1172
E,11,7,37,737,Diesel,8549,2344
C,7,7,76,770,Diesel,289,122.16
E,9,1,39,770,Diesel,2897,386.37
A,5,13,72,770,Diesel,42,1172
E,7,2,48,762,Regular,4087,1032.73
E,4,9,47,770,Regular,4087,1172
C,5,11,21,714,Regular,155,1172
D,4,17,56,730,Regular,817,1172
A,7,10,20,702,Regular,12,570.45
F,5,3,47,762,Diesel,10068,1461.14
C,7,7,76,770,Regular,202,1172
C,10,11,53,770,Regular,355,1172
C,7,5,33,708,Regular,104,1172
D,7,15,28,725,Regular,856,1172
C,5,6,34,763,Diesel,312,1931.21
C,5,4,54,770,Diesel,135,1172
E,6,6,61,725,Diesel,5460,2881.27
D,6,12,23,725,Diesel,856,1172
C,5,12,51,695,Regular,388,6131.88
C,6,2,51,748,Diesel,144,1133.69
C,6,7,31,770,Diesel,144,47.24
A,7,3,42,762,Diesel,12,1172
D,5,7,66,770,Diesel,856,141.24
B,6,14,54,770,Regular,93,2172
A,5,6,42,770,Diesel,40,2969.51
C,4,18,22,725,Regular,319,1172
B,6,9,45,758,Diesel,94,1172
A,5,1,39,765,Diesel,23,1224.25
C,5,9,50,758,Diesel,229,1996.66
C,6,13,44,770,Regular,229,1490.4
C,5,6,22,735,Diesel,229,30.24
C,5,7,62,770,Regular,229,92.05
A,6,4,56,770,Diesel,26,1172
A,6,2,28,735,Diesel,38,586
A,6,2,28,735,Diesel,38,38.55
D,6,8,31,720,Diesel,575,2264.92
D,6,9,33,770,Diesel,575,1172
D,8,10,61,758,Diesel,575,58.18
C,6,7,44,759,Regular,287,1172
C,5,11,47,770,Diesel,287,1172
C,5,11,29,720,Diesel,158,1172
D,4,11,38,758,Diesel,575,586
D,4,11,38,758,Diesel,575,586
D,6,8,61,770,Diesel,575,29.09
D,6,8,61,770,Diesel,575,35.49
D,11,13,33,757,Diesel,575,1172
B,4,6,37,770,Regular,64,1489.53
A,5,2,36,770,Diesel,9,782.82
B,7,13,33,760,Regular,64,80.51
C,4,13,22,735,Regular,192,75.47
A,6,7,36,748,Diesel,11,2763.1
B,4,10,40,770,Regular,57,1785.83
A,4,10,75,770,Regular,21,4565.32
A,8,13,26,745,Diesel,23,1172
E,8,1,59,770,Diesel,3688,1092.98
A,8,3,48,770,Diesel,50,586
A,8,3,48,770,Diesel,50,586
C,9,14,41,770,Regular,270,1054.24
E,8,3,43,770,Diesel,3688,85
E,5,18,71,770,Regular,3688,1672
C,4,2,30,730,Regular,189,5388.94
E,4,10,39,730,Regular,3688,2284.3
B,5,4,49,770,Diesel,67,1172
D,5,18,44,739,Regular,1054,1172
D,5,5,34,744,Regular,1054,3000
D,7,13,64,770,Regular,1054,1472
D,10,14,57,740,Diesel,1054,861.2
D,7,8,49,770,Regular,1054,1172
C,7,5,41,770,Regular,376,5059.71
D,7,5,35,761,Diesel,1054,586
D,7,4,46,770,Diesel,1054,66.96
D,6,11,62,758,Diesel,1054,1172
D,6,15,61,770,Diesel,1054,1172
C,8,3,47,766,Diesel,244,189.77
C,5,7,54,770,Diesel,399,2254.11
B,10,3,48,770,Diesel,85,1944.83
B,5,11,21,701,Diesel,65,95.26
C,4,10,88,758,Regular,181,1172
A,5,6,50,733,Regular,37,586
A,5,6,50,733,Regular,37,39.465
E,5,2,49,770,Regular,3744,762.36
D,4,15,29,738,Regular,1629,1172
D,4,15,42,770,Regular,828,1172
C,6,9,48,756,Regular,383,1172
E,7,6,50,770,Regular,3744,1250.94
E,7,8,58,770,Diesel,2897,642.59
E,7,8,58,770,Diesel,2897,2111.265
D,5,8,34,740,Diesel,573,1172
E,4,13,51,758,Regular,9307,1172
E,4,10,38,748,Regular,9307,52.55
E,4,2,52,752,Regular,3628,1172
C,4,11,40,765,Regular,443,446.14
E,6,15,35,765,Regular,3946,76.95
D,9,2,34,756,Diesel,573,76.5
E,7,14,32,752,Diesel,9307,1172
E,5,2,46,769,Diesel,9307,263
E,4,13,46,770,Diesel,9307,1072.25
B,6,11,49,770,Regular,56,1172
C,5,1,42,770,Diesel,178,1172
A,7,9,33,756,Regular,43,11687.29
E,10,9,55,770,Regular,4348,643.06
D,7,15,24,702,Regular,904,1172
A,4,5,39,767,Diesel,13,561.8
A,6,12,39,764,Diesel,13,2971.75
C,5,9,50,760,Regular,233,1839.17
C,5,2,43,770,Regular,144,219.15
C,6,12,35,752,Diesel,197,2424.5
D,7,7,49,762,Regular,1287,1172
C,6,7,53,770,Diesel,247,1172
B,5,1,38,770,Diesel,65,1172
C,4,14,36,702,Regular,113,1172
A,5,7,70,762,Regular,30,1172
A,7,3,38,770,Diesel,26,61.99
B,7,9,34,757,Regular,79,1172
C,9,16,48,763,Diesel,182,855.57
B,7,15,47,720,Regular,79,1172
E,7,4,33,757,Regular,4059,708.88
D,7,1,42,770,Regular,930,1172
E,5,6,43,757,Regular,7259,586
E,5,6,43,757,Regular,7259,586
D,7,20,47,770,Regular,505,1172
A,5,2,48,753,Diesel,9,1172
C,4,14,20,730,Regular,291,586
C,6,13,56,770,Diesel,357,81.32
C,7,7,49,770,Diesel,182,274
D,4,14,19,702,Diesel,961,1172
D,5,7,58,752,Regular,1482,1172
C,5,7,36,722,Diesel,242,131.75
D,6,13,48,770,Regular,1482,49.16
D,6,13,48,770,Regular,1482,84.735
C,11,9,36,752,Regular,291,1172
C,7,1,42,749,Diesel,353,1172
D,7,8,24,720,Regular,1329,4003.95
E,6,12,66,732,Diesel,3564,1172
C,7,8,50,762,Regular,101,1172
C,7,6,19,720,Regular,399,722.26
E,7,16,62,735,Diesel,4116,111.89
C,5,12,20,720,Regular,399,150
B,4,5,31,720,Diesel,63,70.2
C,4,16,57,770,Regular,211,1800.84
C,5,15,79,770,Regular,399,1111.02
C,7,8,21,720,Regular,399,1976.11
C,5,13,21,695,Regular,399,1172
