Gender,HP,Credit,Years,Marital,Vehicle,Miles,Family,Accident
F,140,716,20,Married,Car,7957,7,No
F,279,671,5,Married,Truck,83491,4,No
M,268,713,1,Married,Car,17016,2,No
F,131,673,15,Married,Car,12929,7,No
F,263,336,8,Single,Truck,10801,1,No
F,107,726,23,Married,Car,14941,3,No
F,137,725,11,Married,Truck,6360,7,No
M,122,799,32,Married,Utility,5226,4,No
M,214,629,5,Married,Car,12295,5,No
F,86,684,12,Single,Car,45025,8,No
F,85,705,11,Married,Truck,57716,6,No
F,114,766,25,Married,Truck,5307,7,No
F,151,740,3,Married,Truck,17340,8,No
M,107,742,4,Married,Van,7655,8,No
M,111,776,7,Single,Utility,10202,3,No
F,136,693,19,Married,Truck,10872,6,No
M,89,670,10,Married,Utility,10127,2,No
M,182,663,3,Single,Car,14864,2,No
F,90,679,8,Married,Truck,68768,6,No
M,109,685,20,Married,Truck,9204,8,No
F,82,447,7,Married,Car,62453,4,No
M,123,639,13,Married,Truck,11341,6,No
M,433,587,2,Married,Car,64222,6,No
M,471,668,5,Single,Car,13972,8,No
M,80,568,7,Married,Van,48910,5,No
F,131,709,27,Married,Car,12908,4,No
F,238,700,5,Single,Truck,11997,1,No
M,429,602,4,Single,Car,13729,1,No
F,80,682,13,Single,Car,44930,5,No
F,237,723,5,Single,Truck,14270,8,No
F,413,684,18,Married,Car,15154,6,No
F,191,625,5,Single,Van,12835,5,No
M,260,599,4,Married,Car,10950,5,No
M,143,716,27,Married,Truck,7880,2,No
F,152,732,24,Married,Truck,8701,3,No
M,153,709,28,Married,Truck,9653,6,No
F,150,663,8,Single,Van,26560,6,No
M,134,791,18,Married,Van,14581,6,No
F,98,679,20,Married,Truck,13575,6,No
M,119,752,16,Married,Truck,5333,4,No
M,142,798,12,Married,Van,7422,6,No
M,111,391,3,Single,Car,11923,2,No
M,432,328,2,Married,Car,13762,7,No
M,101,702,13,Married,Van,14668,7,No
F,272,520,5,Single,Truck,13531,4,No
M,130,591,8,Married,Truck,48372,1,No
M,111,728,17,Married,Van,11405,7,No
M,148,753,7,Married,Truck,14082,7,No
M,93,713,15,Married,Truck,7766,3,No
M,348,459,1,Married,Car,14535,6,No
F,159,775,5,Married,Car,11336,3,No
F,123,714,15,Married,Car,14649,6,No
M,112,727,8,Married,Truck,10100,4,No
M,106,685,22,Married,Van,14862,2,No
M,159,774,36,Married,Van,7398,3,No
M,283,578,1,Married,Car,10690,5,No
F,92,768,22,Married,Car,16098,6,No
M,125,785,22,Married,Van,12875,5,No
F,84,696,25,Married,Car,8480,5,No
M,109,849,35,Single,Utility,8560,8,No
M,122,755,10,Married,Van,5168,7,No
F,369,610,5,Married,Truck,13051,7,No
F,108,792,18,Married,Truck,14606,7,No
M,133,769,18,Single,Utility,14129,1,No
M,142,766,20,Married,Truck,11378,8,No
M,153,678,13,Married,Van,5910,5,No
F,146,692,23,Married,Car,8553,3,No
M,97,694,13,Single,Utility,7763,7,No
F,156,687,16,Married,Car,11762,5,No
M,494,587,1,Married,Van,14603,8,No
F,93,675,4,Married,Truck,8863,2,No
M,158,799,7,Married,Van,12943,1,No
M,112,688,20,Married,Van,7876,6,No
M,371,733,5,Single,Car,12436,6,No
M,307,635,2,Single,Car,77893,8,No
F,160,671,35,Married,Car,22362,3,No
F,413,697,35,Married,Car,23150,1,No
M,140,689,17,Married,Van,10799,2,No
F,151,769,17,Married,Car,22231,6,No
F,146,683,29,Single,Car,13848,6,No
M,446,721,1,Married,Car,14956,8,No
F,87,742,18,Single,Car,7413,3,No
F,159,751,34,Married,Truck,13273,8,No
F,101,745,15,Married,Car,18816,5,No
M,346,664,3,Married,Car,11338,7,No
M,427,704,2,Married,Car,12060,6,No
F,107,737,18,Married,Car,9906,2,No
M,106,688,14,Married,Van,6603,6,No
F,131,748,35,Single,Car,5862,5,No
M,81,782,14,Married,Utility,9712,3,No
F,256,350,6,Single,Van,12394,7,No
F,98,762,12,Married,Car,22407,1,No
F,90,768,21,Married,Car,14314,2,No
M,100,755,22,Married,Van,12469,3,No
F,81,708,15,Married,Car,13017,6,No
M,103,798,33,Married,Van,10346,4,No
F,366,582,8,Single,Truck,11487,4,No
F,83,732,23,Married,Car,10585,4,No
M,97,683,12,Married,Truck,6828,4,No
M,144,755,24,Single,Utility,7012,3,No
M,154,839,37,Single,Utility,6422,1,No
F,142,784,18,Married,Truck,18602,5,No
M,90,631,8,Married,Truck,61543,7,No
M,135,816,20,Single,Utility,9029,4,No
F,552,681,36,Married,Car,13780,6,No
M,126,769,17,Married,Van,13886,4,No
F,125,687,18,Married,Car,13108,2,No
F,86,713,14,Married,Car,73647,3,No
M,136,764,6,Married,Truck,11457,1,No
M,136,582,3,Single,Car,29480,1,No
M,115,742,10,Married,Van,12402,3,No
F,101,738,12,Single,Car,10979,5,No
F,101,676,26,Married,Car,11216,2,No
F,144,718,15,Married,Truck,11474,4,No
M,112,671,31,Married,Van,8194,4,No
F,114,676,9,Married,Car,14372,6,No
F,123,781,15,Married,Car,15602,7,No
M,124,746,19,Married,Van,12563,4,No
M,226,377,1,Single,Car,10529,4,No
M,120,696,22,Married,Van,13677,7,No
M,150,710,31,Single,Utility,9638,1,No
F,160,794,4,Single,Car,6828,1,No
M,142,750,14,Single,Utility,13367,5,No
M,92,798,14,Single,Utility,9100,5,No
F,81,681,19,Married,Truck,9307,7,No
F,278,599,7,Single,Truck,10179,5,No
F,153,776,19,Single,Car,12994,1,No
M,83,717,20,Married,Van,14071,2,No
F,399,696,6,Single,Truck,12990,3,No
M,108,480,2,Single,Car,10503,4,No
F,98,767,7,Married,Car,18321,5,No
M,90,759,40,Married,Van,5380,4,No
F,370,723,18,Married,Car,18960,1,No
M,151,829,10,Married,Truck,20842,3,No
M,99,315,4,Single,Car,22105,6,No
F,100,689,20,Married,Car,13358,5,No
F,102,776,12,Married,Car,6756,6,No
F,466,565,7,Single,Truck,10142,3,No
F,125,671,23,Single,Car,5575,5,No
F,266,678,6,Single,Truck,11698,8,No
M,117,685,24,Married,Truck,10828,2,No
M,183,714,6,Married,Truck,10502,4,No
F,119,688,18,Married,Truck,8636,4,No
F,373,555,5,Single,Truck,11359,2,No
M,325,581,4,Married,Car,14141,4,No
M,102,772,24,Single,Utility,14998,1,No
M,163,591,12,Married,Truck,12177,1,No
F,145,765,36,Married,Car,11021,3,No
F,480,447,7,Single,Truck,13860,7,No
M,147,715,10,Married,Van,11512,8,No
M,367,706,4,Single,Car,11175,8,No
F,338,730,7,Married,Car,32763,3,No
F,497,707,17,Married,Car,21325,2,No
F,140,721,19,Married,Truck,10137,7,No
M,143,763,12,Married,Van,14130,2,No
F,142,778,10,Married,Car,13249,7,No
M,139,675,19,Married,Truck,13498,4,No
M,140,719,30,Married,Car,8515,3,No
M,80,742,23,Married,Utility,6268,8,No
F,132,695,13,Married,Car,10403,7,No
F,369,760,7,Married,Truck,11684,2,No
F,85,695,13,Single,Car,47069,4,No
F,121,681,9,Married,Car,84829,7,No
M,138,772,9,Single,Utility,12647,8,No
M,170,608,4,Single,Car,13213,6,No
M,108,687,21,Married,Truck,5837,3,No
F,449,723,32,Married,Car,5015,7,No
M,99,747,10,Married,Utility,14432,5,No
F,380,700,19,Married,Car,22585,3,No
F,108,671,35,Married,Car,11899,8,No
F,117,704,7,Single,Car,73354,2,No
M,226,739,3,Single,Car,10795,2,No
F,102,761,4,Married,Truck,11788,3,No
M,303,646,4,Married,Car,13190,4,No
M,120,802,2,Single,Car,14864,1,No
F,459,709,22,Married,Truck,21438,3,No
M,156,760,23,Single,Utility,7327,6,No
F,459,660,7,Single,Truck,14726,7,No
F,157,707,10,Married,Car,10721,5,No
M,144,740,13,Single,Utility,7347,6,No
F,456,676,37,Married,Car,15153,3,No
M,226,391,2,Married,Car,11818,1,No
F,133,710,4,Single,Car,54390,7,No
M,80,833,33,Single,Utility,9735,8,No
M,117,741,12,Married,Truck,8975,2,No
F,289,708,8,Married,Car,51048,3,No
M,491,463,2,Married,Car,13104,4,No
M,126,773,15,Married,Van,6295,2,No
M,96,746,15,Married,Van,11604,3,No
M,128,767,9,Married,Utility,12707,7,No
F,85,520,4,Married,Truck,42333,2,No
M,91,746,21,Married,Van,10972,4,No
F,96,707,5,Married,Car,61132,5,No
M,156,676,10,Married,Van,10616,4,No
F,150,787,10,Married,Truck,6178,7,No
F,101,531,7,Single,Van,12371,7,No
F,121,762,21,Married,Truck,9903,6,No
M,139,764,13,Married,Truck,6234,8,No
M,115,777,17,Married,Truck,8892,6,No
M,155,670,13,Married,Van,5704,2,No
F,160,762,5,Married,Car,23158,7,No
M,87,780,11,Married,Van,9079,5,No
F,159,794,21,Married,Truck,7387,5,No
M,146,403,4,Single,Car,10916,7,No
M,148,727,17,Married,Van,8496,7,No
F,324,704,17,Married,Car,14956,4,No
F,101,673,35,Married,Car,14459,3,No
M,123,503,5,Single,Car,11373,7,No
M,227,596,3,Single,Utility,12085,7,No
M,88,682,29,Married,Truck,13624,8,No
M,124,765,19,Married,Truck,5836,6,No
F,112,676,6,Married,Car,26456,5,No
M,86,703,36,Married,Van,12156,1,No
F,97,683,39,Married,Car,13011,4,No
M,132,729,20,Married,Car,9835,2,No
F,137,704,7,Single,Van,10012,3,No
M,106,810,5,Single,Utility,13776,1,No
M,126,742,27,Single,Utility,5009,8,No
F,549,692,25,Married,Car,5365,5,No
M,306,680,5,Married,Truck,79942,1,No
M,429,673,4,Married,Car,11107,7,No
F,137,782,28,Married,Car,16220,6,No
F,151,693,13,Married,Truck,8046,2,No
M,494,709,4,Married,Car,10433,7,No
F,121,746,12,Married,Car,9693,2,No
M,89,693,13,Single,Utility,9415,7,No
F,109,721,15,Married,Car,6041,1,No
F,95,720,13,Married,Car,12162,6,No
F,135,779,31,Married,Truck,11835,3,No
M,92,782,15,Married,Utility,9309,1,No
M,114,520,3,Single,Car,10828,7,No
F,112,764,18,Married,Car,9851,7,No
M,125,795,26,Married,Van,9526,7,No
F,157,768,17,Married,Truck,7221,5,No
M,583,758,4,Married,Truck,14658,1,No
F,291,597,8,Single,Truck,14425,6,No
M,91,799,3,Married,Van,6826,8,No
M,139,726,33,Single,Utility,6716,8,No
F,160,723,15,Married,Car,14301,5,No
F,142,684,39,Married,Car,6460,5,No
M,92,690,15,Married,Van,13107,4,No
M,123,710,36,Married,Utility,12935,1,No
M,120,711,16,Married,Truck,14712,8,No
M,118,776,6,Married,Utility,12691,3,No
F,108,717,11,Married,Car,13874,6,No
M,296,594,4,Married,Car,10358,5,No
F,186,701,6,Single,Van,13671,2,No
M,97,700,9,Married,Truck,76974,4,No
M,160,820,2,Married,Truck,12800,8,No
F,115,717,20,Married,Truck,10814,7,No
F,391,594,6,Single,Truck,12425,5,No
M,138,740,17,Married,Van,12024,2,No
M,637,615,2,Married,Van,11649,8,No
F,148,779,20,Married,Truck,8731,3,No
M,199,627,1,Single,Car,90431,1,No
M,153,734,37,Married,Van,13175,3,No
F,156,730,24,Married,Car,12423,6,No
M,121,788,33,Married,Van,6807,1,No
M,160,716,16,Married,Van,12985,5,No
M,133,687,14,Married,Van,11089,5,No
M,180,460,5,Married,Truck,14636,5,No
F,109,746,18,Married,Car,6700,3,No
F,356,800,6,Single,Truck,24573,3,No
F,106,696,17,Married,Truck,12920,8,No
F,119,751,28,Married,Car,7294,4,No
F,96,720,28,Married,Car,8109,4,No
M,323,587,1,Married,Car,79168,3,No
M,136,683,17,Married,Truck,8326,8,No
M,146,776,7,Single,Utility,8049,2,No
M,319,641,5,Married,Car,14733,4,No
M,109,677,29,Married,Utility,5870,2,No
F,118,747,23,Single,Car,5814,7,No
F,152,670,5,Married,Car,67370,4,No
F,276,683,6,Single,Utility,10991,6,No
F,244,423,1,Married,Car,36510,4,No
M,619,793,3,Married,Truck,10138,3,No
F,153,791,26,Married,Car,5210,1,No
F,96,799,39,Single,Car,12298,8,No
F,82,750,20,Married,Truck,6941,7,No
M,206,688,4,Single,Car,12224,6,No
M,352,709,4,Married,Car,12430,6,No
F,404,686,9,Married,Car,19219,4,No
M,132,674,25,Married,Van,9692,4,No
M,436,710,5,Single,Car,14818,6,No
M,138,777,8,Married,Van,8120,6,No
F,143,733,24,Married,Car,11950,5,No
F,202,701,4,Married,Car,33666,4,No
M,145,832,18,Single,Utility,14354,4,No
F,98,757,6,Married,Car,10984,6,No
M,436,444,2,Single,Car,11599,7,No
M,124,785,35,Single,Utility,7961,4,No
F,372,638,5,Single,Truck,12530,2,No
M,117,740,24,Married,Van,10595,6,No
M,88,764,14,Single,Utility,10085,8,No
M,159,760,10,Married,Van,11793,2,No
M,163,632,8,Married,Truck,13215,3,No
M,88,785,13,Married,Van,14153,8,No
F,131,742,6,Married,Truck,7072,6,No
M,81,676,11,Married,Van,11905,1,No
M,121,820,16,Single,Utility,13603,4,No
M,328,711,3,Married,Van,55056,2,No
M,339,519,4,Single,Car,13024,1,No
F,425,477,8,Single,Truck,12274,5,No
F,433,650,6,Single,Truck,14509,8,No
F,272,729,5,Married,Car,62606,6,No
M,138,708,25,Married,Van,13479,6,No
F,218,507,7,Single,Van,10673,4,No
F,100,344,8,Single,Van,21446,4,No
M,90,759,19,Married,Truck,6805,5,No
F,615,674,34,Married,Car,21419,4,No
M,154,795,25,Married,Van,9060,6,No
F,283,514,3,Married,Car,38007,2,No
F,121,690,14,Married,Truck,5640,2,No
M,129,349,3,Single,Car,14625,5,No
F,80,794,25,Married,Car,23489,3,No
F,109,672,27,Married,Car,14228,2,No
F,149,682,23,Married,Truck,5031,8,No
F,324,618,7,Single,Truck,11666,1,No
M,128,723,9,Married,Utility,38725,7,No
M,163,733,7,Married,Truck,14912,3,No
M,335,416,4,Married,Car,11845,2,No
M,159,686,28,Married,Utility,12904,7,No
M,139,849,20,Single,Utility,11583,2,No
M,361,649,3,Married,Car,11547,7,No
F,101,735,23,Married,Car,8135,5,No
F,122,730,18,Married,Car,6619,6,No
F,214,735,6,Married,Car,48762,7,No
F,103,799,22,Married,Car,18731,6,No
M,103,534,2,Married,Van,57100,8,No
F,106,756,28,Married,Car,5719,3,No
F,158,768,10,Single,Car,6776,1,No
F,115,722,9,Married,Car,27106,7,No
M,142,735,2,Single,Utility,11772,4,No
F,140,735,28,Married,Car,5843,3,No
F,394,591,5,Married,Car,9172,7,No
M,192,711,5,Married,Van,37586,5,No
M,91,733,14,Married,Van,14897,1,No
M,143,685,22,Married,Car,11481,7,No
M,139,728,4,Single,Car,13052,2,No
M,92,701,20,Married,Utility,9142,4,No
M,101,790,8,Single,Utility,8074,7,No
M,104,732,8,Married,Van,79632,7,No
M,111,775,19,Married,Van,8014,1,No
M,144,692,1,Single,Utility,6926,6,No
M,80,677,15,Single,Utility,9882,1,No
F,434,694,25,Married,Car,18401,1,No
F,253,738,4,Married,Car,28184,5,No
F,85,688,23,Married,Car,14934,6,No
M,83,547,7,Married,Truck,25483,8,No
M,426,606,3,Married,Car,12053,6,No
F,137,795,25,Married,Car,11746,8,No
M,87,725,32,Married,Utility,8825,8,No
F,143,723,13,Married,Car,7027,6,No
M,141,756,18,Married,Truck,14669,6,No
F,347,424,8,Single,Truck,12751,8,No
F,343,689,4,Married,Car,33721,1,No
M,81,338,8,Married,Car,79693,7,No
M,258,644,5,Married,Car,13945,2,No
M,233,718,1,Married,Car,13143,4,No
M,435,680,31,Married,Van,9948,2,No
M,438,672,3,Married,Car,11876,5,No
M,124,734,6,Married,Utility,42695,1,No
M,94,781,39,Married,Truck,9943,8,No
F,80,774,19,Married,Car,17335,3,No
M,159,681,5,Married,Truck,7704,8,No
F,141,789,3,Married,Car,5454,4,No
M,81,775,14,Married,Van,13715,2,No
M,111,356,13,Married,Truck,10142,6,No
M,323,671,3,Married,Van,44320,4,No
M,93,736,16,Married,Utility,12046,1,No
M,114,797,24,Single,Utility,9254,1,No
M,155,676,15,Married,Van,8987,5,No
F,119,757,19,Married,Car,5028,5,No
M,113,768,20,Married,Van,10544,7,No
M,80,578,6,Married,Truck,87681,3,No
F,283,595,6,Single,Truck,11095,6,No
F,155,672,14,Married,Car,12044,3,No
M,146,773,22,Single,Utility,10886,8,No
M,119,706,20,Married,Van,13187,7,No
M,118,774,6,Married,Utility,13049,8,No
M,157,747,33,Married,Van,6945,8,No
M,294,647,4,Single,Car,12058,5,No
F,91,682,40,Married,Truck,5158,2,No
M,125,794,15,Married,Truck,6353,2,No
M,395,797,5,Single,Utility,7196,6,No
F,105,705,35,Married,Car,9602,6,No
M,91,750,15,Married,Van,12663,2,No
F,93,671,20,Married,Car,10929,6,No
M,128,725,4,Single,Car,11569,2,No
F,437,681,6,Single,Utility,10886,5,No
M,95,731,24,Married,Van,5035,5,No
M,114,639,5,Single,Car,32016,4,No
M,170,548,1,Married,Van,94408,5,No
F,549,640,1,Married,Car,11539,4,No
F,92,741,33,Married,Car,15685,6,No
F,472,682,31,Married,Car,6311,1,No
M,127,600,5,Married,Truck,31658,5,No
M,132,714,20,Single,Utility,6574,4,No
M,158,725,21,Married,Van,8207,8,No
M,159,338,3,Single,Car,11238,8,No
M,148,483,3,Single,Car,21103,1,No
M,96,797,19,Married,Van,5594,3,No
M,107,678,18,Married,Van,11543,6,No
M,102,783,9,Married,Van,13722,6,No
F,150,771,19,Married,Car,21835,5,No
F,81,741,5,Married,Truck,24296,3,No
M,332,637,2,Single,Car,89873,8,No
F,219,684,8,Married,Car,72999,2,No
F,137,779,21,Married,Car,8294,5,No
M,155,698,21,Married,Van,6218,4,No
F,129,749,20,Married,Truck,11428,1,No
M,150,777,3,Single,Utility,12760,1,No
F,131,755,20,Married,Truck,8757,2,No
F,138,764,18,Single,Car,6485,2,No
F,142,670,30,Married,Car,13053,2,No
F,125,771,19,Married,Car,16767,8,No
M,129,762,32,Married,Van,5928,1,No
M,306,620,3,Married,Car,10276,2,No
F,554,721,14,Married,Car,16963,8,No
M,134,779,10,Married,Van,8820,8,No
F,143,693,9,Married,Car,93984,8,No
M,81,780,19,Married,Van,14896,1,No
M,128,753,32,Single,Utility,14668,5,No
F,124,687,24,Married,Truck,13865,8,No
F,86,674,24,Married,Truck,9428,1,No
M,186,680,8,Married,Truck,12330,4,No
M,145,556,4,Single,Car,12837,5,No
F,132,675,34,Married,Truck,11288,2,No
M,94,684,2,Single,Utility,8100,2,No
M,171,522,1,Married,Van,28555,2,No
M,192,683,2,Single,Car,11854,7,No
M,117,703,16,Married,Van,8205,8,No
M,201,654,3,Married,Car,10962,6,No
F,138,682,18,Married,Truck,13936,4,No
M,97,740,22,Married,Van,11149,3,No
F,417,695,5,Single,Truck,10877,8,No
M,288,638,3,Married,Car,11227,5,No
M,159,670,38,Married,Utility,7219,2,No
M,142,825,4,Single,Car,21246,6,No
M,127,690,18,Married,Utility,5723,6,No
M,104,779,39,Married,Van,11354,4,No
M,119,757,3,Single,Utility,14353,6,No
F,160,683,21,Married,Truck,9402,8,No
M,151,812,20,Single,Utility,13247,4,No
M,313,668,2,Married,Car,45949,8,No
F,129,695,7,Single,Truck,11797,8,No
F,148,670,23,Married,Car,14841,1,No
M,82,682,20,Single,Utility,10274,6,No
F,132,679,15,Married,Car,10259,6,No
M,112,785,15,Married,Van,6015,3,No
F,92,744,21,Married,Car,21936,1,No
M,251,545,1,Married,Van,35322,4,No
M,112,779,17,Married,Van,5987,5,No
F,111,767,26,Married,Truck,6128,5,No
F,116,688,25,Single,Car,12767,7,No
M,81,680,13,Single,Utility,11276,3,No
M,146,741,37,Married,Van,9572,1,No
F,346,687,6,Married,Truck,42435,8,No
F,120,687,22,Married,Truck,12217,3,No
M,125,746,12,Married,Van,11958,6,No
F,137,763,5,Married,Truck,10378,7,No
F,104,748,24,Married,Car,6313,5,No
F,127,720,34,Married,Car,6142,4,No
F,552,676,10,Married,Car,24379,3,No
F,115,768,35,Married,Truck,15150,4,No
M,108,726,20,Single,Utility,5172,8,No
F,110,686,18,Married,Car,7164,7,No
M,135,612,1,Married,Truck,25449,8,No
F,153,791,3,Married,Truck,11506,2,No
F,128,680,13,Married,Car,13984,7,No
M,105,652,5,Married,Truck,26534,1,No
F,691,723,30,Married,Car,17537,3,No
M,221,693,7,Married,Van,39823,3,No
M,196,711,5,Married,Car,76009,6,No
F,150,711,31,Married,Car,5382,6,No
M,150,738,11,Married,Van,6186,1,No
M,136,743,29,Married,Van,11066,8,No
F,143,763,26,Married,Car,23796,7,No
F,85,796,28,Married,Car,12149,4,No
M,145,781,10,Married,Van,12208,3,No
M,137,684,35,Married,Van,6781,4,No
F,130,750,33,Married,Truck,13691,5,No
M,110,789,13,Married,Truck,9299,6,No
M,111,348,3,Single,Car,12894,5,No
F,514,706,16,Married,Car,18424,2,No
F,88,762,24,Married,Car,23401,2,No
F,131,783,35,Married,Car,19598,1,No
M,157,726,15,Married,Truck,12704,2,No
M,100,794,27,Single,Utility,12610,3,No
M,159,741,5,Married,Van,8200,3,No
M,148,797,24,Married,Van,8513,5,No
F,124,672,5,Married,Truck,49507,1,No
M,121,755,20,Married,Van,14679,7,No
M,82,677,35,Married,Van,7270,3,No
F,424,697,6,Single,Truck,10725,5,No
F,88,785,16,Single,Car,7306,8,No
F,97,711,25,Married,Truck,9489,3,No
F,228,731,6,Married,Car,58423,2,No
F,380,720,3,Single,Truck,12603,7,No
F,88,702,19,Married,Truck,8699,7,No
F,89,750,22,Married,Truck,9868,2,No
M,192,683,6,Married,Truck,12958,7,No
M,484,585,5,Married,Car,12669,3,No
F,114,722,19,Married,Car,6207,1,No
F,134,708,19,Married,Car,6577,6,No
M,115,747,30,Married,Van,7641,7,No
M,143,735,26,Married,Car,5774,3,No
M,87,739,13,Married,Van,37747,1,No
F,116,675,21,Married,Car,13953,3,No
M,450,409,1,Married,Car,11374,8,No
F,142,710,19,Married,Car,5312,4,No
M,171,537,1,Married,Van,65719,2,No
M,89,727,27,Single,Utility,8549,8,No
M,403,819,5,Married,Car,19040,8,No
F,205,603,5,Single,Utility,24251,5,No
M,484,566,2,Married,Car,10173,7,No
M,289,671,7,Married,Utility,52951,1,No
M,110,743,19,Married,Van,9794,3,No
M,129,764,10,Single,Utility,5207,6,No
F,105,792,11,Married,Truck,24951,4,No
M,81,722,34,Married,Van,9898,7,No
F,85,715,21,Married,Car,14478,8,No
M,87,691,13,Married,Van,25189,4,No
F,316,300,6,Single,Truck,13566,6,No
M,134,710,28,Married,Car,13306,7,No
F,135,672,5,Married,Car,5328,8,No
F,85,770,21,Married,Truck,13747,5,No
M,130,728,19,Married,Van,9347,4,No
F,84,683,40,Single,Car,7403,1,No
M,133,710,3,Single,Car,13874,2,No
F,95,765,3,Married,Car,10312,3,No
F,86,784,31,Married,Truck,22317,5,No
F,151,765,6,Married,Car,19928,8,No
M,281,507,4,Married,Van,49385,8,No
M,121,762,15,Single,Utility,9585,4,No
F,103,754,34,Married,Car,11973,7,No
F,147,744,24,Married,Truck,6645,5,No
M,122,677,13,Married,Utility,6684,4,No
F,432,673,17,Married,Car,23939,6,No
M,565,672,36,Married,Van,10023,8,No
M,123,749,20,Married,Van,12035,3,No
F,107,786,23,Married,Car,11415,2,No
M,176,686,5,Single,Car,10262,6,No
M,160,742,38,Married,Truck,10067,6,No
F,162,454,2,Married,Car,30626,7,No
M,110,700,24,Single,Utility,5486,8,No
M,400,556,1,Married,Car,13756,2,No
M,93,689,12,Married,Van,5258,2,No
F,83,679,21,Married,Truck,10344,8,No
F,113,741,19,Married,Car,10719,7,No
F,150,770,21,Married,Car,9677,4,No
F,141,739,23,Married,Car,8577,4,No
M,140,609,8,Married,Truck,55079,8,No
F,134,709,17,Married,Truck,8394,2,No
F,136,733,15,Single,Car,14513,1,No
F,111,761,39,Married,Truck,6395,7,No
F,195,592,5,Single,Van,10725,8,No
M,106,749,9,Married,Van,11071,6,No
F,143,754,14,Married,Car,15011,2,No
M,97,728,19,Married,Van,12897,4,No
F,158,759,11,Married,Car,22825,7,No
M,255,571,4,Married,Car,10175,7,No
M,133,703,5,Single,Utility,7455,5,No
M,149,790,31,Single,Utility,8241,2,No
M,170,645,6,Married,Truck,13956,2,No
F,135,696,19,Married,Car,8464,1,No
M,126,676,9,Married,Van,13628,1,No
F,490,580,6,Single,Truck,14492,3,No
F,150,785,24,Married,Car,11260,5,No
M,147,784,6,Married,Van,8234,7,No
M,161,402,1,Married,Car,76222,1,No
F,125,693,40,Married,Car,9775,1,No
M,144,676,13,Married,Truck,12061,4,No
M,155,657,8,Married,Truck,20812,1,No
M,173,515,2,Single,Car,15119,4,No
F,395,631,6,Single,Truck,14371,4,No
M,135,711,16,Married,Truck,7225,5,No
F,114,678,1,Married,Car,19348,2,No
F,437,358,8,Single,Truck,12583,3,No
M,144,795,20,Single,Utility,6515,1,No
M,168,582,6,Married,Truck,14747,3,No
F,157,685,13,Married,Car,24473,3,No
M,148,744,20,Married,Utility,12214,5,No
F,86,757,20,Married,Car,15102,7,No
F,105,758,17,Single,Car,6736,5,No
M,334,588,5,Married,Car,12902,5,No
F,156,681,28,Single,Car,7127,2,No
F,107,674,21,Single,Car,12301,1,No
F,121,599,8,Single,Van,44537,1,No
M,297,716,3,Married,Truck,68362,1,No
F,404,712,4,Married,Car,21405,7,No
F,158,762,23,Married,Car,10523,7,No
M,100,760,20,Married,Utility,13913,2,No
F,94,788,31,Married,Truck,5573,2,No
M,108,710,27,Married,Utility,14793,8,No
M,81,798,16,Married,Van,9694,7,No
M,152,787,10,Married,Van,5108,7,No
F,628,699,17,Married,Car,19216,1,No
F,460,694,8,Married,Car,23445,5,No
M,410,495,4,Married,Car,13348,3,No
F,125,768,10,Single,Car,14871,6,No
M,153,676,17,Married,Car,11520,4,No
F,151,796,3,Married,Car,17056,5,No
F,102,695,20,Single,Car,8094,2,No
M,467,688,5,Married,Car,10956,1,No
M,100,677,12,Married,Van,7328,3,No
F,97,718,10,Married,Car,10971,5,No
M,199,396,4,Single,Car,11553,3,No
M,146,791,14,Married,Van,8114,1,No
F,115,771,21,Married,Car,19728,5,No
F,612,592,1,Married,Car,5632,4,No
M,96,658,2,Single,Car,20163,8,No
F,116,737,12,Married,Car,5183,2,No
F,99,791,5,Married,Truck,11419,8,No
F,89,797,20,Single,Car,11684,4,No
M,138,779,28,Single,Utility,9097,7,No
M,117,693,24,Married,Van,11719,4,No
F,103,725,20,Married,Truck,6442,3,No
F,337,491,7,Single,Truck,13628,3,No
M,138,681,9,Married,Utility,76625,8,No
F,151,672,12,Married,Truck,6400,5,No
F,190,714,27,Married,Car,11352,6,No
M,177,683,5,Married,Truck,11974,8,No
F,86,705,34,Married,Car,5985,7,No
M,84,522,1,Married,Van,69622,6,No
M,417,785,3,Married,Van,9050,4,No
F,118,762,39,Married,Truck,11621,3,No
F,97,782,7,Married,Car,21842,7,No
M,127,849,18,Single,Utility,12682,7,No
M,157,674,21,Married,Van,14071,4,No
M,122,708,17,Married,Truck,8705,8,No
F,116,771,21,Married,Truck,11896,4,No
M,135,698,22,Married,Truck,12139,8,No
M,80,799,15,Married,Van,12440,7,No
M,114,727,18,Married,Truck,12004,3,No
F,498,683,32,Married,Car,7741,4,No
F,160,710,11,Married,Car,8136,8,No
M,83,705,39,Single,Utility,13170,6,No
F,586,703,3,Married,Car,20975,7,No
F,303,734,7,Married,Car,60363,8,No
F,117,676,19,Single,Car,6652,7,No
M,273,645,2,Married,Car,64877,8,No
M,158,794,10,Married,Van,7088,5,No
F,133,796,5,Married,Car,8826,3,No
M,80,756,24,Married,Van,6533,8,No
F,120,677,6,Married,Truck,28450,2,No
F,91,771,23,Married,Car,14731,7,No
F,84,746,5,Married,Car,19127,6,No
F,146,694,24,Married,Car,5294,2,No
M,126,626,3,Single,Car,24816,8,No
M,80,789,16,Married,Van,5953,4,No
F,141,676,12,Married,Car,17268,8,No
M,124,687,19,Married,Truck,5610,6,No
