Month,Hour,Workday,Temp,Weather,Windspeed,Bikes
July,8,1,0.64,clear,0.3582,53
July,9,1,0.68,clear,0.2836,29
July,10,1,0.7,clear,0.2537,32
July,11,1,0.72,clear,0.2239,38
July,12,1,0.74,clear,0.2537,51
July,13,1,0.76,clear,0.3284,39
July,14,1,0.74,clear,0.2836,49
July,15,1,0.76,clear,0.2985,42
July,16,1,0.76,clear,0.1343,43
July,17,1,0.74,clear,0.1343,78
July,18,1,0.72,clear,0.194,94
July,19,1,0.72,clear,0.2239,67
July,20,1,0.7,clear,0.2239,81
July,21,1,0.66,clear,0.1343,58
July,22,1,0.64,clear,0.0896,42
July,23,1,0.64,clear,0.2537,27
July,0,1,0.62,clear,0.2239,23
July,1,1,0.62,clear,0.194,7
July,2,1,0.6,clear,0.1642,16
July,3,1,0.6,clear,0.194,1
July,4,1,0.6,clear,0.1642,2
July,5,1,0.6,clear,0.1343,7
July,6,1,0.6,cloudy/misty,0.1045,12
July,7,1,0.64,clear,0.1045,17
July,8,1,0.64,clear,0.2537,50
July,9,1,0.68,clear,0.194,31
July,10,1,0.66,cloudy/misty,0.1642,59
July,11,1,0.7,clear,0.1343,73
July,12,1,0.7,clear,0.194,61
July,13,1,0.7,clear,0.194,85
July,14,1,0.7,clear,0.194,105
July,15,1,0.72,clear,0.1642,74
July,16,1,0.72,clear,0.194,96
July,17,1,0.74,clear,0.2537,104
July,18,1,0.72,clear,0.2239,102
July,19,1,0.7,clear,0.2239,114
July,20,1,0.7,clear,0.2239,92
July,21,1,0.66,clear,0.1045,75
July,22,1,0.66,clear,0.2239,71
July,23,1,0.64,clear,0.1642,41
July,0,0,0.62,clear,0.194,42
July,1,0,0.6,clear,0.1045,24
July,2,0,0.6,clear,0.1343,10
July,3,0,0.6,clear,0.1343,6
July,4,0,0.6,clear,0.0896,9
July,5,0,0.58,clear,0.0896,4
July,6,0,0.6,clear,0.1642,16
July,7,0,0.62,clear,0.1343,14
July,8,0,0.66,clear,0.1642,37
July,9,0,0.7,clear,0.2239,72
July,10,0,0.72,clear,0.194,114
July,11,0,0.74,clear,0.2239,171
July,12,0,0.76,clear,0.2836,187
July,13,0,0.76,clear,0.2985,221
July,14,0,0.74,clear,0.2985,201
July,15,0,0.76,clear,0.3284,205
July,16,0,0.76,clear,0.2836,183
July,17,0,0.76,clear,0.2239,234
July,18,0,0.76,clear,0.2836,185
July,19,0,0.74,clear,0.194,164
July,20,0,0.72,clear,0.2239,108
July,21,0,0.7,clear,0.2239,85
July,22,0,0.7,clear,0.2836,65
July,23,0,0.68,clear,0.2239,61
July,0,0,0.66,clear,0.2239,34
July,1,0,0.64,clear,0.194,16
July,2,0,0.64,clear,0.2239,28
July,3,0,0.64,clear,0.2239,21
July,4,0,0.62,clear,0.1642,4
July,5,0,0.64,clear,0.2239,4
July,6,0,0.62,clear,0.1642,10
July,7,0,0.64,clear,0.1642,20
July,8,0,0.68,clear,0.2239,45
July,9,0,0.72,clear,0.2239,74
July,10,0,0.74,clear,0.2239,127
July,11,0,0.76,clear,0.2836,147
July,12,0,0.76,clear,0.2836,177
July,13,0,0.8,clear,0.2985,200
July,14,0,0.8,clear,0.3582,168
July,15,0,0.82,clear,0.2985,129
July,16,0,0.8,clear,0.2985,129
July,17,0,0.8,clear,0.3881,133
July,18,0,0.8,clear,0.2985,147
July,19,0,0.76,clear,0.2836,145
July,20,0,0.76,clear,0.2537,85
July,21,0,0.74,clear,0.2239,59
July,22,0,0.72,clear,0.2239,65
July,23,0,0.7,clear,0.1343,39
July,0,1,0.7,clear,0.1343,21
July,1,1,0.7,clear,0.2239,17
July,2,1,0.66,clear,0.2239,2
July,3,1,0.66,clear,0.194,3
July,4,1,0.64,clear,0.1642,1
July,5,1,0.64,clear,0.1045,2
July,6,1,0.64,clear,0.1045,10
July,7,1,0.68,clear,0.2239,22
July,8,1,0.7,clear,0.194,18
July,9,1,0.74,clear,0.2239,33
July,10,1,0.76,clear,0.194,52
July,11,1,0.8,clear,0.0896,42
July,12,1,0.8,clear,0.194,39
July,13,1,0.82,clear,0.2537,27
July,14,1,0.82,clear,0.3284,32
July,15,1,0.84,clear,0.3284,53
July,16,1,0.84,clear,0.2836,45
July,17,1,0.84,clear,0.3284,72
July,18,1,0.82,clear,0.3582,80
July,19,1,0.8,clear,0.2239,63
July,20,1,0.78,clear,0.2239,91
July,21,1,0.74,clear,0.194,48
July,22,1,0.76,clear,0.2239,36
July,23,1,0.74,clear,0.1642,32
July,0,1,0.74,clear,0.1045,25
July,1,1,0.74,cloudy/misty,0.1343,7
July,2,1,0.72,clear,0.1642,9
July,3,1,0.72,clear,0.1642,2
July,4,1,0.72,clear,0.1343,1
July,5,1,0.7,cloudy/misty,0.1045,0
July,6,1,0.72,cloudy/misty,0.1045,8
July,7,1,0.74,cloudy/misty,0.1642,28
July,8,1,0.76,cloudy/misty,0.1642,31
July,9,1,0.8,cloudy/misty,0.1343,22
July,10,1,0.82,cloudy/misty,0.1642,29
July,11,1,0.82,clear,0,29
July,12,1,0.84,clear,0.0896,26
July,13,1,0.86,clear,0.1045,33
July,14,1,0.86,clear,0.194,41
July,15,1,0.88,clear,0.194,48
July,16,1,0.9,clear,0.2985,61
July,17,1,0.8,clear,0,68
July,18,1,0.8,clear,0.1343,80
July,19,1,0.76,clear,0.194,54
July,20,1,0.74,clear,0.0896,48
July,21,1,0.74,clear,0.1343,47
July,22,1,0.74,clear,0,36
July,23,1,0.72,light rain/snow,0.1642,19
July,0,1,0.7,clear,0.1045,11
July,1,1,0.7,clear,0,4
July,2,1,0.7,clear,0,2
July,3,1,0.7,clear,0.1045,2
July,4,1,0.68,clear,0,0
July,5,1,0.68,clear,0.1045,4
July,6,1,0.68,cloudy/misty,0.1045,5
July,7,1,0.7,cloudy/misty,0.1045,27
July,8,1,0.74,clear,0,34
July,9,1,0.74,clear,0.0896,28
July,10,1,0.76,clear,0,34
July,11,1,0.8,clear,0.0896,26
July,12,1,0.82,clear,0,28
July,13,1,0.84,clear,0.194,23
July,14,1,0.86,clear,0.2239,44
July,15,1,0.86,clear,0.1642,36
July,16,1,0.84,clear,0,30
July,17,1,0.84,clear,0.194,50
July,18,1,0.84,clear,0.2239,68
July,19,1,0.82,clear,0.1642,59
July,20,1,0.8,clear,0.2239,45
July,21,1,0.8,clear,0.1642,33
July,22,1,0.78,clear,0.2239,25
July,23,1,0.76,clear,0.2537,26
July,0,1,0.76,cloudy/misty,0.194,13
July,1,1,0.74,cloudy/misty,0.2239,5
July,2,1,0.74,cloudy/misty,0.2239,2
July,3,1,0.74,cloudy/misty,0.1343,1
July,4,1,0.72,cloudy/misty,0.1045,0
July,5,1,0.72,cloudy/misty,0.1045,2
July,6,1,0.72,cloudy/misty,0.1045,6
July,7,1,0.74,cloudy/misty,0.1343,23
July,8,1,0.76,cloudy/misty,0.1642,23
July,9,1,0.8,cloudy/misty,0.2537,34
July,10,1,0.82,cloudy/misty,0.2239,31
July,11,1,0.86,cloudy/misty,0.2985,27
July,12,1,0.88,clear,0.3284,29
July,13,1,0.88,clear,0.2985,21
July,14,1,0.9,clear,0.3582,50
July,15,1,0.9,clear,0.2537,40
July,16,1,0.92,clear,0.2836,43
July,17,1,0.92,clear,0.2985,40
July,18,1,0.9,clear,0.2836,39
July,19,1,0.86,clear,0.2836,51
July,20,1,0.84,clear,0.2239,38
July,21,1,0.82,clear,0.2239,38
July,22,1,0.82,clear,0.1642,36
July,23,1,0.8,clear,0.1642,40
July,0,1,0.82,clear,0.1343,9
July,1,1,0.8,clear,0,7
July,2,1,0.78,clear,0.1343,0
July,3,1,0.78,clear,0.1045,1
July,4,1,0.76,clear,0.1045,8
July,5,1,0.74,clear,0.1045,2
July,6,1,0.76,clear,0.0896,13
July,7,1,0.8,cloudy/misty,0.1045,20
July,8,1,0.84,cloudy/misty,0.1642,30
July,9,1,0.86,clear,0.0896,31
July,10,1,0.9,clear,0.0896,32
July,11,1,0.9,clear,0.1045,23
July,12,1,0.94,clear,0.1642,20
July,13,1,0.94,clear,0.1642,25
July,14,1,0.96,clear,0.2985,24
July,15,1,0.94,clear,0.2985,32
July,16,1,0.9,light rain/snow,0.2985,29
July,17,1,0.88,clear,0.1045,35
July,18,1,0.9,clear,0.1642,34
July,19,1,0.86,cloudy/misty,0.1045,40
July,20,1,0.84,clear,0,46
July,21,1,0.82,clear,0.0896,38
July,22,1,0.84,cloudy/misty,0.0896,44
July,23,1,0.8,clear,0.194,19
July,0,0,0.82,clear,0,16
July,1,0,0.82,clear,0.1045,13
July,2,0,0.82,clear,0,13
July,3,0,0.78,clear,0.0896,6
July,4,0,0.76,clear,0.1045,5
July,5,0,0.76,clear,0.1343,1
July,6,0,0.8,clear,0.1343,6
July,7,0,0.8,clear,0.1045,7
July,8,0,0.84,clear,0.2537,24
July,9,0,0.84,clear,0.1642,30
July,10,0,0.86,clear,0.2239,61
July,11,0,0.9,clear,0.194,62
July,12,0,0.92,clear,0.1045,71
July,13,0,0.94,clear,0.1642,78
July,14,0,0.92,clear,0,84
July,15,0,0.94,clear,0,78
July,16,0,0.94,clear,0.1343,70
July,17,0,0.94,clear,0.1343,70
July,18,0,0.92,clear,0.2239,62
July,19,0,0.82,cloudy/misty,0.1343,80
July,20,0,0.82,clear,0.2239,47
July,21,0,0.82,clear,0.2239,39
July,22,0,0.8,clear,0.194,37
July,23,0,0.8,clear,0.1045,27
July,0,0,0.8,clear,0.1045,42
July,1,0,0.78,clear,0.1045,33
July,2,0,0.8,clear,0.0896,12
July,3,0,0.8,clear,0.0896,17
July,4,0,0.78,clear,0.1045,1
July,5,0,0.78,clear,0.0896,5
July,6,0,0.8,cloudy/misty,0.0896,9
July,7,0,0.8,clear,0.1343,6
July,8,0,0.82,clear,0.2836,22
July,9,0,0.82,clear,0.3881,42
July,10,0,0.86,clear,0.3284,61
July,11,0,0.84,clear,0.2537,74
July,12,0,0.9,clear,0.1642,85
July,13,0,0.86,clear,0.2239,90
July,14,0,0.86,clear,0.2836,79
July,15,0,0.9,clear,0.2537,68
July,16,0,0.9,clear,0.2537,62
July,17,0,0.9,clear,0.1045,75
July,18,0,0.88,clear,0.1642,67
July,19,0,0.86,clear,0.1642,70
July,20,0,0.84,clear,0.1642,52
July,21,0,0.8,clear,0.1343,42
July,22,0,0.78,clear,0,23
July,23,0,0.76,cloudy/misty,0.0896,13
July,0,1,0.76,cloudy/misty,0,17
July,1,1,0.76,cloudy/misty,0.0896,4
July,2,1,0.74,cloudy/misty,0.0896,3
July,3,1,0.74,clear,0,2
July,4,1,0.72,clear,0.0896,0
July,5,1,0.72,clear,0.0896,2
July,6,1,0.72,cloudy/misty,0.0896,7
July,7,1,0.74,cloudy/misty,0,20
July,8,1,0.76,cloudy/misty,0,34
July,9,1,0.8,clear,0,11
July,10,1,0.82,clear,0,30
July,11,1,0.84,cloudy/misty,0.194,24
July,12,1,0.84,cloudy/misty,0.194,17
July,13,1,0.74,cloudy/misty,0.1343,14
July,14,1,0.72,cloudy/misty,0.194,28
July,15,1,0.7,clear,0.3881,16
July,16,1,0.7,clear,0.2239,37
July,17,1,0.72,clear,0,48
July,18,1,0.74,clear,0.0896,60
July,19,1,0.74,clear,0.0896,62
July,20,1,0.72,clear,0.1343,55
July,21,1,0.7,clear,0,41
July,22,1,0.7,clear,0,13
July,23,1,0.7,clear,0.0896,23
July,0,1,0.7,clear,0.1045,8
July,1,1,0.7,clear,0.1045,6
July,2,1,0.68,clear,0.1045,1
July,3,1,0.68,clear,0.1343,2
July,4,1,0.68,clear,0.1642,0
July,5,1,0.66,clear,0.0896,3
July,6,1,0.68,clear,0.2239,2
July,7,1,0.72,clear,0.2836,30
July,8,1,0.74,clear,0.194,32
July,9,1,0.76,clear,0.2239,25
July,10,1,0.8,clear,0.2239,42
July,11,1,0.82,clear,0,49
July,12,1,0.84,clear,0,25
July,13,1,0.84,clear,0.2985,43
July,14,1,0.86,clear,0.2836,46
July,15,1,0.88,clear,0.3284,49
July,16,1,0.86,clear,0.2836,41
July,17,1,0.86,clear,0.3582,72
July,18,1,0.84,clear,0.3881,68
July,19,1,0.82,clear,0.2985,69
July,20,1,0.8,clear,0.2537,47
July,21,1,0.78,clear,0.2239,45
July,22,1,0.76,clear,0.1343,27
July,23,1,0.76,clear,0.1045,18
July,0,1,0.78,cloudy/misty,0.1642,19
July,1,1,0.78,clear,0.194,1
July,2,1,0.76,clear,0.2985,1
July,3,1,0.72,clear,0.1642,0
July,4,1,0.72,clear,0.194,1
July,5,1,0.7,clear,0.2836,0
July,6,1,0.7,clear,0.2239,4
July,7,1,0.72,clear,0.2537,34
July,8,1,0.74,clear,0.2537,28
July,9,1,0.76,clear,0.2537,27
July,10,1,0.78,clear,0,32
July,11,1,0.8,clear,0,42
July,12,1,0.82,clear,0.2836,37
July,13,1,0.84,clear,0.3582,29
July,14,1,0.84,clear,0.2239,20
July,15,1,0.86,clear,0.2537,37
July,16,1,0.86,clear,0.1642,40
July,17,1,0.84,clear,0.2239,81
July,18,1,0.82,clear,0.1045,78
July,19,1,0.8,clear,0.0896,87
July,20,1,0.76,clear,0.2239,55
July,21,1,0.74,clear,0.1045,49
July,22,1,0.72,clear,0,37
July,23,1,0.74,clear,0.0896,16
July,0,1,0.7,clear,0.1343,14
July,1,1,0.72,clear,0,3
July,2,1,0.72,clear,0.1045,2
July,3,1,0.72,clear,0,0
July,4,1,0.7,clear,0.1045,0
July,5,1,0.7,clear,0.1045,1
July,6,1,0.7,clear,0.0896,6
July,7,1,0.72,clear,0.1642,27
July,8,1,0.74,clear,0.1642,47
July,9,1,0.78,clear,0.194,21
July,10,1,0.8,clear,0.2836,30
July,11,1,0.84,clear,0.2836,41
July,12,1,0.84,clear,0.2537,35
July,13,1,0.86,clear,0.2537,26
July,14,1,0.84,cloudy/misty,0.2537,27
July,15,1,0.86,clear,0.194,22
July,16,1,0.86,clear,0.1642,42
July,17,1,0.84,clear,0.194,45
July,18,1,0.84,clear,0.2239,55
July,19,1,0.82,clear,0.194,37
July,20,1,0.8,clear,0.194,41
July,21,1,0.78,clear,0.2836,31
July,22,1,0.76,clear,0.2537,25
July,23,1,0.76,clear,0.194,28
July,0,1,0.74,clear,0.1642,12
July,1,1,0.74,clear,0.1343,12
July,2,1,0.74,clear,0,3
July,3,1,0.74,clear,0,2
July,4,1,0.72,clear,0.1343,2
July,5,1,0.72,clear,0,4
July,6,1,0.72,cloudy/misty,0,7
July,7,1,0.74,cloudy/misty,0.0896,26
July,8,1,0.76,cloudy/misty,0,30
July,9,1,0.86,clear,0.2537,28
July,10,1,0.9,clear,0.2836,37
July,11,1,0.92,clear,0.2985,43
July,12,1,0.96,clear,0.2836,40
July,13,1,0.94,clear,0,42
July,14,1,0.96,clear,0.2239,34
July,15,1,0.96,clear,0.2537,40
July,16,1,0.96,clear,0.3881,35
July,17,1,0.96,clear,0.2985,47
July,18,1,0.92,clear,0.3284,49
July,19,1,0.9,clear,0.2239,22
July,20,1,0.86,clear,0.3284,53
July,21,1,0.82,clear,0.1642,29
July,22,1,0.8,clear,0.2239,47
July,23,1,0.78,clear,0.1045,26
July,0,0,0.76,clear,0.194,60
July,1,0,0.76,clear,0.0896,15
July,2,0,0.76,clear,0.1045,11
July,3,0,0.74,clear,0.1642,18
July,4,0,0.72,clear,0.1642,4
July,5,0,0.72,clear,0.2836,4
July,6,0,0.72,clear,0.2985,6
July,7,0,0.76,clear,0.194,3
July,8,0,0.78,clear,0.2239,27
July,9,0,0.82,clear,0.2985,49
July,10,0,0.82,clear,0.2985,79
July,11,0,0.84,clear,0.194,111
July,12,0,0.84,clear,0.1642,111
July,13,0,0.88,clear,0,125
July,14,0,0.9,clear,0,112
July,15,0,0.9,clear,0.1343,113
July,16,0,0.9,clear,0.2239,126
July,17,0,0.9,clear,0.1045,93
July,18,0,0.88,clear,0.194,92
July,19,0,0.74,clear,0.2239,101
July,20,0,0.82,clear,0.1343,74
July,21,0,0.8,clear,0.1642,82
July,22,0,0.78,clear,0.1045,80
July,23,0,0.76,clear,0.0896,63
July,0,0,0.76,clear,0.0896,33
July,1,0,0.74,clear,0.0896,8
July,2,0,0.74,clear,0.0896,19
July,3,0,0.74,clear,0,24
July,4,0,0.72,clear,0,6
July,5,0,0.72,clear,0,4
July,6,0,0.74,clear,0,5
July,7,0,0.74,clear,0.1343,19
July,8,0,0.76,clear,0.2239,54
July,9,0,0.8,clear,0,55
July,10,0,0.84,clear,0.1642,91
July,11,0,0.86,clear,0.1642,112
July,12,0,0.9,clear,0.194,146
July,13,0,0.9,clear,0.1343,142
July,14,0,0.9,clear,0.1642,130
July,15,0,0.92,clear,0.2985,109
July,16,0,0.92,clear,0.2836,98
July,17,0,0.92,clear,0.1642,114
July,18,0,0.86,clear,0.2836,91
July,19,0,0.8,clear,0.3284,87
July,20,0,0.8,clear,0.3284,70
July,21,0,0.78,clear,0.2985,68
July,22,0,0.74,clear,0.2985,25
July,23,0,0.74,clear,0.2239,14
Aug,0,1,0.72,clear,0.2239,7
Aug,1,1,0.72,clear,0.194,5
Aug,2,1,0.7,clear,0.1045,4
Aug,3,1,0.7,clear,0.1642,0
Aug,4,1,0.66,clear,0.1343,2
Aug,5,1,0.66,clear,0.1045,2
Aug,6,1,0.66,clear,0.0896,3
Aug,7,1,0.74,clear,0,24
Aug,8,1,0.8,clear,0.194,35
Aug,9,1,0.82,clear,0,27
Aug,10,1,0.86,clear,0.1642,27
Aug,11,1,0.88,clear,0.1642,53
Aug,12,1,0.9,clear,0.2537,53
Aug,13,1,0.9,clear,0.2985,38
Aug,14,1,0.92,clear,0.194,37
Aug,15,1,0.9,clear,0,52
Aug,16,1,0.9,clear,0,34
Aug,17,1,0.76,clear,0.2985,69
Aug,18,1,0.78,clear,0.194,68
Aug,19,1,0.74,clear,0.2239,63
Aug,20,1,0.72,clear,0.2239,49
Aug,21,1,0.7,clear,0.2537,42
Aug,22,1,0.7,clear,0.0896,21
Aug,23,1,0.68,clear,0.194,14
Aug,0,1,0.66,clear,0,11
Aug,1,1,0.66,clear,0.1045,4
Aug,2,1,0.68,clear,0,2
Aug,3,1,0.66,clear,0.194,0
Aug,4,1,0.66,clear,0.1045,0
Aug,5,1,0.66,clear,0.1343,4
Aug,6,1,0.68,clear,0.1045,12
Aug,7,1,0.72,clear,0.2836,15
Aug,8,1,0.74,clear,0.2836,37
Aug,9,1,0.78,clear,0.2985,31
Aug,10,1,0.82,clear,0.2985,50
Aug,11,1,0.84,clear,0.4179,32
Aug,12,1,0.86,clear,0.2836,45
Aug,13,1,0.86,clear,0.2239,50
Aug,14,1,0.9,clear,0.2836,45
Aug,15,1,0.9,clear,0.2836,48
Aug,16,1,0.9,clear,0.2836,58
Aug,17,1,0.9,cloudy/misty,0.1343,63
Aug,18,1,0.86,cloudy/misty,0.194,65
Aug,19,1,0.86,cloudy/misty,0.2239,85
Aug,20,1,0.82,cloudy/misty,0.2537,40
Aug,21,1,0.8,clear,0.2239,53
Aug,22,1,0.78,cloudy/misty,0.1642,22
Aug,23,1,0.8,cloudy/misty,0.1642,29
Aug,0,1,0.8,cloudy/misty,0.1642,11
Aug,1,1,0.78,cloudy/misty,0.1642,7
Aug,2,1,0.78,cloudy/misty,0.1642,2
Aug,3,1,0.76,cloudy/misty,0.0896,0
Aug,4,1,0.76,cloudy/misty,0.1642,0
Aug,5,1,0.76,cloudy/misty,0.0896,2
Aug,6,1,0.72,light rain/snow,0.4925,9
Aug,7,1,0.74,cloudy/misty,0.2239,19
Aug,8,1,0.74,cloudy/misty,0.1642,29
Aug,9,1,0.74,cloudy/misty,0.194,23
Aug,10,1,0.74,light rain/snow,0.0896,9
Aug,11,1,0.74,cloudy/misty,0.1045,29
Aug,12,1,0.76,light rain/snow,0.1343,19
Aug,13,1,0.76,cloudy/misty,0.2239,37
Aug,14,1,0.76,cloudy/misty,0.2239,43
Aug,15,1,0.7,cloudy/misty,0.1343,31
Aug,16,1,0.68,light rain/snow,0,21
Aug,17,1,0.7,cloudy/misty,0,47
Aug,18,1,0.7,light rain/snow,0,49
Aug,19,1,0.7,light rain/snow,0,51
Aug,20,1,0.7,light rain/snow,0.1045,7
Aug,21,1,0.68,cloudy/misty,0.1343,7
Aug,22,1,0.68,light rain/snow,0.1045,11
Aug,23,1,0.68,cloudy/misty,0.0896,4
Aug,0,1,0.68,cloudy/misty,0.0896,2
Aug,1,1,0.66,cloudy/misty,0.0896,3
Aug,2,1,0.66,cloudy/misty,0.0896,2
Aug,3,1,0.66,light rain/snow,0.0896,0
Aug,4,1,0.68,cloudy/misty,0,0
Aug,5,1,0.68,cloudy/misty,0,3
Aug,6,1,0.68,cloudy/misty,0.2985,7
Aug,7,1,0.68,cloudy/misty,0.2985,11
Aug,8,1,0.7,cloudy/misty,0.3582,29
Aug,9,1,0.72,clear,0.3284,25
Aug,10,1,0.72,clear,0.2985,24
Aug,11,1,0.74,cloudy/misty,0.2239,37
Aug,12,1,0.76,cloudy/misty,0.2239,53
Aug,13,1,0.76,clear,0,63
Aug,14,1,0.8,clear,0.1642,53
Aug,15,1,0.8,clear,0.2537,50
Aug,16,1,0.76,clear,0.3284,70
Aug,17,1,0.76,clear,0.3284,91
Aug,18,1,0.7,clear,0.2985,88
Aug,19,1,0.7,clear,0.2836,65
Aug,20,1,0.7,cloudy/misty,0.194,41
Aug,21,1,0.7,cloudy/misty,0.194,25
Aug,22,1,0.68,clear,0.194,33
Aug,23,1,0.66,clear,0.1045,24
Aug,0,1,0.66,clear,0.1045,13
Aug,1,1,0.64,clear,0.0896,3
Aug,2,1,0.66,clear,0,5
Aug,3,1,0.64,clear,0.0896,0
Aug,4,1,0.64,clear,0.1343,1
Aug,5,1,0.64,clear,0.0896,0
Aug,6,1,0.64,clear,0.1343,7
Aug,7,1,0.66,clear,0.1343,23
Aug,8,1,0.7,clear,0.2239,39
Aug,9,1,0.72,clear,0.1045,43
Aug,10,1,0.74,clear,0.1343,50
Aug,11,1,0.76,cloudy/misty,0.2537,44
Aug,12,1,0.76,clear,0.2537,57
Aug,13,1,0.78,clear,0.2537,40
Aug,14,1,0.78,cloudy/misty,0.2537,81
Aug,15,1,0.76,clear,0.2537,50
Aug,16,1,0.8,clear,0.2537,76
Aug,17,1,0.78,clear,0.2985,84
Aug,18,1,0.76,clear,0.2537,105
Aug,19,1,0.74,clear,0.2537,90
Aug,20,1,0.72,clear,0.2239,70
Aug,21,1,0.7,clear,0.194,54
Aug,22,1,0.7,clear,0.2239,51
Aug,23,1,0.68,clear,0.2239,37
Aug,0,0,0.66,clear,0.194,29
Aug,1,0,0.66,clear,0.1642,17
Aug,2,0,0.66,clear,0.2239,14
Aug,3,0,0.66,cloudy/misty,0.1642,14
Aug,4,0,0.66,cloudy/misty,0.1642,5
Aug,5,0,0.64,clear,0.0896,2
Aug,6,0,0.64,clear,0.1045,5
Aug,7,0,0.68,clear,0.1642,14
Aug,8,0,0.68,clear,0.1642,27
Aug,9,0,0.74,clear,0.2239,60
Aug,10,0,0.74,cloudy/misty,0.2836,91
Aug,11,0,0.78,clear,0.2239,138
Aug,12,0,0.8,clear,0.2239,130
Aug,13,0,0.8,cloudy/misty,0.3284,176
Aug,14,0,0.82,clear,0.2537,176
Aug,15,0,0.84,cloudy/misty,0.2537,130
Aug,16,0,0.74,light rain/snow,0.1642,155
Aug,17,0,0.74,light rain/snow,0.1642,61
Aug,18,0,0.72,cloudy/misty,0.4478,81
Aug,19,0,0.72,light rain/snow,0.2537,57
Aug,20,0,0.72,light rain/snow,0.2836,58
Aug,21,0,0.7,cloudy/misty,0.3284,28
Aug,22,0,0.7,cloudy/misty,0.3284,24
Aug,23,0,0.7,light rain/snow,0.2836,29
Aug,0,0,0.7,cloudy/misty,0.2836,14
Aug,1,0,0.7,cloudy/misty,0.2537,10
Aug,2,0,0.7,cloudy/misty,0.2239,18
Aug,3,0,0.7,cloudy/misty,0.1343,9
Aug,4,0,0.7,clear,0.1343,1
Aug,5,0,0.7,clear,0.194,1
Aug,6,0,0.7,clear,0.1642,3
Aug,7,0,0.7,clear,0.194,11
Aug,8,0,0.72,clear,0.194,23
Aug,9,0,0.76,clear,0.1045,82
Aug,10,0,0.8,clear,0.1343,88
Aug,11,0,0.82,clear,0,113
Aug,12,0,0.9,clear,0.2985,161
Aug,13,0,0.9,clear,0.2985,118
Aug,14,0,0.86,clear,0.194,130
Aug,15,0,0.72,light rain/snow,0.2985,118
Aug,16,0,0.72,light rain/snow,0.2985,74
Aug,17,0,0.74,light rain/snow,0.6418,63
Aug,18,0,0.72,clear,0.0896,74
Aug,19,0,0.72,clear,0.1642,68
Aug,20,0,0.72,clear,0.1343,50
Aug,21,0,0.72,clear,0.1045,36
Aug,22,0,0.7,clear,0.194,21
Aug,23,0,0.7,clear,0.1045,12
Aug,0,1,0.7,clear,0.1045,13
Aug,1,1,0.68,clear,0.1343,4
Aug,2,1,0.66,clear,0,4
Aug,3,1,0.66,clear,0,1
Aug,4,1,0.66,clear,0.1045,2
Aug,5,1,0.7,clear,0.0896,1
Aug,6,1,0.7,clear,0.2836,8
Aug,7,1,0.72,clear,0.2985,18
Aug,8,1,0.74,clear,0.3284,29
Aug,9,1,0.76,clear,0.3881,37
Aug,10,1,0.8,clear,0.3881,62
Aug,11,1,0.82,clear,0.3582,90
Aug,12,1,0.82,clear,0.2537,48
Aug,13,1,0.84,clear,0.2985,43
Aug,14,1,0.82,clear,0.2985,41
Aug,15,1,0.84,clear,0.2985,40
Aug,16,1,0.86,clear,0.2836,64
Aug,17,1,0.86,clear,0.1642,67
Aug,18,1,0.84,clear,0.1343,64
Aug,19,1,0.82,clear,0.1045,64
Aug,20,1,0.8,clear,0,71
Aug,21,1,0.76,clear,0.0896,30
Aug,22,1,0.76,clear,0.1045,26
Aug,23,1,0.74,clear,0.1045,19
Aug,0,1,0.72,clear,0.1343,10
Aug,1,1,0.72,clear,0,5
Aug,2,1,0.72,clear,0,9
Aug,3,1,0.72,clear,0,0
Aug,4,1,0.7,clear,0,1
Aug,5,1,0.7,clear,0.0896,5
Aug,6,1,0.72,clear,0,6
Aug,7,1,0.72,clear,0.1045,30
Aug,8,1,0.74,clear,0,40
Aug,9,1,0.78,cloudy/misty,0.1343,34
Aug,10,1,0.8,cloudy/misty,0.2239,55
Aug,11,1,0.8,clear,0.2239,61
Aug,12,1,0.82,clear,0.194,60
Aug,13,1,0.84,clear,0.1642,48
Aug,14,1,0.86,clear,0.2836,53
Aug,15,1,0.86,clear,0.2836,58
Aug,16,1,0.86,clear,0.2985,57
Aug,17,1,0.8,clear,0.1642,79
Aug,18,1,0.8,clear,0.194,97
Aug,19,1,0.8,clear,0.1045,69
Aug,20,1,0.8,clear,0.194,34
Aug,21,1,0.78,clear,0.2537,46
Aug,22,1,0.78,clear,0.2985,28
Aug,23,1,0.76,clear,0.2836,22
Aug,0,1,0.74,clear,0.2239,19
Aug,1,1,0.72,clear,0.194,7
Aug,2,1,0.72,clear,0.1642,1
Aug,3,1,0.7,clear,0.1642,1
Aug,4,1,0.7,clear,0.1343,1
Aug,5,1,0.68,clear,0.0896,2
Aug,6,1,0.68,clear,0,9
Aug,7,1,0.7,clear,0.0896,16
Aug,8,1,0.74,clear,0.194,38
Aug,9,1,0.76,clear,0.2239,32
Aug,10,1,0.8,clear,0.2239,41
Aug,11,1,0.8,clear,0.3881,54
Aug,12,1,0.82,clear,0.2985,74
Aug,13,1,0.82,clear,0.2836,41
Aug,14,1,0.84,clear,0.3284,62
Aug,15,1,0.86,clear,0.3284,53
Aug,16,1,0.86,clear,0.2985,76
Aug,17,1,0.84,clear,0.2985,71
Aug,18,1,0.82,clear,0.2985,70
Aug,19,1,0.8,clear,0.2537,79
Aug,20,1,0.76,clear,0.1343,59
