Age,Experience,Income,Family,AvgAmt,Education,Subscriber
35,10,75,4,0.7,PhD,No
56,26,92,2,4.5,PhD,No
57,32,33,2,2,Master,No
58,32,65,3,2.2,PhD,No
53,28,44,3,1.7,Bachelor,No
45,21,183,2,1.4,Bachelor,No
44,20,175,2,1.4,Bachelor,No
54,28,28,4,1.5,PhD,No
41,17,49,4,2.2,Master,No
52,26,45,4,1.8,Bachelor,No
43,17,64,4,3,PhD,Yes
63,38,22,3,0.1,PhD,No
54,30,120,1,7.4,Bachelor,No
33,8,175,2,6.7,Bachelor,No
25,1,101,4,2.3,PhD,No
41,16,104,1,1,PhD,No
40,16,155,4,0.1,PhD,Yes
43,18,58,1,2.4,Bachelor,No
36,10,80,4,2.2,Master,No
57,33,45,1,1.8,PhD,No
34,9,134,1,4.6,Bachelor,No
38,14,58,4,2,PhD,No
47,21,20,1,0.2,Bachelor,No
39,13,25,4,1.5,PhD,No
45,20,55,1,0.3,Bachelor,No
62,37,155,1,1.3,Bachelor,No
59,34,30,1,1.3,Bachelor,No
61,37,39,4,0.4,Bachelor,No
36,12,73,4,2,PhD,No
58,34,41,4,1.3,Bachelor,No
55,30,34,4,0.1,PhD,No
29,5,21,3,0.9,PhD,No
34,8,11,4,0.3,Bachelor,No
61,35,154,2,6.9,Bachelor,No
50,20,19,4,0.4,PhD,No
52,26,101,2,2.4,Master,No
39,15,24,1,1,Bachelor,No
55,29,131,2,2.7,Bachelor,No
33,9,105,1,4,Bachelor,No
47,21,52,1,1.2,Master,No
57,32,21,4,0.9,Master,No
57,31,45,3,1.4,Bachelor,No
40,14,39,1,2,Bachelor,No
50,25,192,2,2.8,Bachelor,No
29,5,195,1,4.3,Bachelor,No
46,22,83,3,0.7,Bachelor,No
42,15,34,3,1,Master,No
59,33,49,4,1.7,Master,No
31,1,60,4,4,PhD,No
51,25,41,4,1.8,Bachelor,No
35,10,72,3,2.3,Bachelor,No
59,35,102,4,3,Master,Yes
35,10,31,3,1.3,Bachelor,No
46,20,73,1,1.5,Master,No
34,9,89,1,0,Bachelor,No
55,29,19,4,0.7,PhD,No
64,40,63,4,1.2,Master,No
34,9,104,3,1.2,PhD,No
61,35,40,1,0.8,Master,No
63,39,92,2,0,PhD,No
59,33,72,2,0.7,Master,No
51,27,44,3,1.9,Master,No
41,16,114,4,3.5,Bachelor,Yes
37,13,73,4,2.4,Bachelor,No
64,40,63,4,1.2,Master,No
44,20,69,1,0.8,PhD,No
62,37,42,3,1.5,Bachelor,No
50,26,88,1,2.7,Bachelor,No
43,18,98,2,0.4,Bachelor,No
34,8,65,1,3,Bachelor,Yes
38,13,12,2,0.3,Master,No
29,5,122,4,3,Bachelor,Yes
39,14,12,2,0,PhD,No
53,29,24,2,0.2,Bachelor,No
43,19,170,4,4.25,Bachelor,Yes
61,36,184,4,2.3,Master,Yes
46,20,25,4,0.6,PhD,No
57,31,131,2,2.7,Bachelor,No
59,33,50,2,2.3,PhD,No
52,28,21,2,0.4,Bachelor,No
29,3,55,3,1.1,Master,No
57,32,124,1,0.2,Master,Yes
49,23,58,4,2.6,Bachelor,No
39,13,72,2,2.8,Bachelor,No
56,31,192,1,7,PhD,Yes
63,38,83,3,1.8,Master,No
37,12,93,1,2.8,Bachelor,No
56,26,38,3,1,PhD,No
45,20,55,4,1.9,PhD,No
66,41,11,3,0.1,PhD,No
40,15,85,2,0.4,Bachelor,No
50,24,124,1,4.9,Bachelor,No
60,36,129,2,6,Bachelor,No
31,7,180,1,4.3,Bachelor,No
40,14,74,4,1.4,Master,No
36,6,138,1,7,PhD,Yes
55,29,111,2,3.6,PhD,Yes
54,28,83,3,0.8,Bachelor,No
35,10,33,4,1.7,Bachelor,No
55,29,21,4,0.7,PhD,No
36,10,35,2,0.3,Bachelor,No
66,41,105,1,0.8,PhD,No
38,14,103,1,0.8,Master,No
58,32,75,2,2.3,PhD,No
41,17,33,1,0.7,Bachelor,No
60,34,52,4,1.7,Master,No
47,23,89,1,2.6,Master,No
62,36,63,1,2.5,PhD,No
48,23,84,4,3.1,Master,Yes
61,36,44,4,2.1,Bachelor,No
29,3,29,3,1,Bachelor,No
45,21,29,1,0.3,PhD,No
39,14,22,2,0.3,Master,No
31,6,53,4,2.2,Bachelor,No
39,14,24,2,0.3,Master,No
63,38,153,1,1.3,Bachelor,No
28,2,31,2,0.3,Master,No
56,30,21,2,0.7,Master,No
31,6,180,2,6.7,Bachelor,No
46,20,82,3,0.7,Master,No
42,18,90,4,0.8,Bachelor,No
53,29,154,4,7.4,PhD,Yes
41,17,99,2,1.8,Master,No
61,36,153,1,2.6,Master,Yes
31,5,93,2,3.1,Master,Yes
62,38,53,1,0,Master,No
59,34,18,3,1.3,Master,No
49,24,70,1,2.9,Bachelor,No
65,39,100,4,1.7,PhD,No
30,6,193,3,6.3,PhD,Yes
32,7,125,1,0,Bachelor,No
56,31,68,2,0,PhD,No
36,10,55,1,2,Bachelor,No
58,34,152,4,3.6,PhD,Yes
27,3,84,3,1.5,Bachelor,No
41,16,13,2,0,PhD,No
59,35,33,4,0.4,Bachelor,No
56,32,89,4,1,Master,No
52,26,93,1,2.4,Bachelor,No
35,5,68,4,1.8,PhD,No
47,21,85,2,1.7,Master,No
29,4,73,1,0.8,Master,No
31,6,83,4,2.2,Master,No
62,36,158,2,6.3,PhD,Yes
48,18,182,4,6,PhD,Yes
26,1,24,2,0.9,PhD,No
60,34,102,2,2,Bachelor,No
35,11,53,3,2.8,Bachelor,No
40,15,175,2,3.3,Bachelor,No
31,5,28,3,1,Bachelor,No
50,25,14,4,0.8,Bachelor,No
33,7,139,1,4,PhD,Yes
37,11,34,3,0.9,Bachelor,No
38,14,64,1,1.5,PhD,No
63,38,84,4,0.1,Master,No
57,32,42,3,0.5,Master,No
61,35,63,1,1.6,Bachelor,No
37,12,100,3,1.2,PhD,No
51,25,190,2,4.2,Master,Yes
44,20,22,1,1,Bachelor,No
63,37,20,1,0.8,Master,No
43,18,21,2,1.4,Master,No
38,14,25,4,0.4,Master,No
34,9,20,4,1.1,PhD,No
48,23,173,3,0.2,Bachelor,Yes
29,5,81,2,2.5,Bachelor,No
37,11,139,2,0.8,Master,Yes
60,35,119,2,3.9,Bachelor,No
46,20,74,4,2.6,PhD,No
34,10,42,1,1.5,Master,No
56,30,73,2,1.1,Bachelor,No
57,31,114,4,5.2,Bachelor,Yes
62,36,44,2,1,PhD,No
32,8,141,2,4.33,Bachelor,No
51,26,14,2,0,Bachelor,No
55,29,33,2,0.4,PhD,No
60,34,83,2,2,Bachelor,No
40,16,89,4,0.8,Bachelor,No
62,38,39,4,2.2,Bachelor,No
63,39,83,3,2,PhD,No
60,34,108,2,2,Bachelor,No
59,34,21,3,1.3,Master,No
26,1,102,1,1.9,Bachelor,No
56,32,48,1,1.6,PhD,No
58,32,32,3,1.4,Bachelor,No
57,31,43,1,0.2,Bachelor,No
48,23,35,4,0.4,Master,No
30,6,184,1,6,Bachelor,No
45,21,140,2,7.6,Bachelor,No
64,38,32,3,0.7,Master,No
44,20,149,1,1.7,Bachelor,No
51,25,15,4,0.6,PhD,No
43,16,71,3,2.33,Master,No
29,3,108,4,1.8,Master,No
56,30,122,2,0.5,Bachelor,No
65,41,40,3,0.1,PhD,No
46,22,198,2,6.67,Bachelor,No
48,24,79,4,1.4,Master,No
56,31,84,1,0.1,PhD,No
61,37,31,3,0.4,Master,No
46,20,12,4,0.6,PhD,No
58,34,88,2,1.6,Bachelor,No
31,5,29,2,0.3,Master,No
27,3,201,1,6.33,Bachelor,No
44,20,20,1,1.4,PhD,No
44,20,15,1,1,Bachelor,No
51,27,155,2,0.4,Bachelor,No
39,13,25,3,0.2,Master,No
32,8,200,2,6.5,Bachelor,No
33,7,101,1,2.7,Master,No
40,16,19,4,0.4,Master,No
36,12,188,2,6.5,Bachelor,No
52,28,8,1,0.3,Bachelor,No
54,29,59,2,2.3,PhD,No
26,2,72,4,2.6,Bachelor,No
39,15,55,1,1.5,PhD,No
46,19,24,3,0.67,Master,No
57,32,19,1,1.3,Bachelor,No
59,33,71,2,2.3,PhD,No
52,26,54,2,1.5,Master,No
52,26,28,1,0.3,PhD,No
50,20,25,4,0.4,PhD,No
41,17,51,2,0.6,PhD,No
43,19,125,3,2.4,Bachelor,Yes
25,0,88,2,1.8,Master,No
40,16,125,2,2.2,Bachelor,No
35,10,79,4,2.1,PhD,No
60,36,31,3,0.4,Master,No
57,31,131,2,2.7,Bachelor,No
44,19,70,1,0.2,Master,No
61,36,38,3,0.9,PhD,No
33,7,83,1,2.5,Bachelor,No
45,20,59,1,2.4,Bachelor,No
45,21,121,1,4.7,Bachelor,No
64,38,42,2,0.7,PhD,No
50,24,32,4,1.8,Bachelor,No
28,3,29,4,0.8,Bachelor,No
37,12,40,2,1.1,Master,No
62,36,25,3,0.3,PhD,No
29,5,21,4,0.4,Master,No
49,23,79,3,0.7,Master,No
46,22,52,2,2.1,PhD,No
60,34,61,4,1.7,Master,No
55,31,25,2,0.2,Bachelor,No
33,8,155,1,7.4,PhD,Yes
53,29,25,2,0.4,Bachelor,No
50,24,80,4,4.9,Bachelor,No
28,3,55,4,1.7,Master,No
42,17,23,2,0,PhD,No
33,9,60,1,1.2,Bachelor,No
40,14,54,2,0.7,Bachelor,No
31,6,44,4,0.8,Bachelor,No
41,16,33,4,0,Master,No
52,27,45,2,2,Master,No
65,35,55,4,1.67,PhD,No
48,24,134,1,5,Bachelor,No
45,21,44,3,0.6,Master,No
26,0,149,2,7.2,Bachelor,No
64,38,22,2,0.2,PhD,No
41,14,74,3,2.33,Master,No
43,18,128,4,5.3,Bachelor,Yes
60,36,62,4,2.2,Bachelor,No
62,37,9,1,0.1,Bachelor,No
46,21,9,2,0.7,PhD,No
36,11,15,2,0.3,Master,No
31,5,28,4,0.8,Bachelor,No
43,18,83,3,0.5,PhD,No
46,22,73,1,0.8,PhD,No
50,26,42,4,1.1,Master,No
52,27,34,2,0.7,Master,No
27,3,32,3,1,Master,No
34,9,68,1,2.8,Bachelor,No
49,24,82,1,2.9,Bachelor,No
52,26,19,2,0.7,Master,No
37,11,60,2,2.8,Bachelor,No
53,27,192,1,1.7,Bachelor,No
54,29,119,3,2,Bachelor,Yes
29,3,190,2,4.5,Bachelor,No
35,11,34,1,1.5,Master,No
32,6,44,4,0.2,Bachelor,No
38,13,23,4,0.2,PhD,No
44,20,171,4,0.7,Bachelor,Yes
44,20,43,1,0.3,PhD,No
48,22,139,1,0,Bachelor,No
46,20,118,1,5.7,Bachelor,No
35,9,113,3,0.8,PhD,Yes
56,32,98,3,3.9,PhD,Yes
49,24,70,1,2.9,Bachelor,No
57,32,42,2,2.1,PhD,No
35,10,143,1,8.6,Bachelor,No
44,20,185,3,2.7,Bachelor,Yes
38,14,28,4,0.4,Master,No
57,33,45,3,1.5,Bachelor,No
35,10,78,1,2.6,Master,No
29,3,121,2,1.3,Bachelor,No
58,32,59,1,1.6,Bachelor,No
40,16,64,4,2.67,Bachelor,No
51,26,15,2,0,Bachelor,No
61,36,10,1,0.1,Bachelor,No
46,20,61,2,0.4,PhD,No
55,31,50,4,1.5,Bachelor,No
35,10,79,4,2.1,PhD,No
60,34,35,1,0.2,Bachelor,No
28,3,11,4,0.5,PhD,No
43,19,128,1,4.7,Bachelor,No
61,36,55,3,0.9,PhD,No
48,22,79,3,0.7,Master,No
65,39,18,2,0.4,Bachelor,No
45,19,91,2,1.7,Master,No
36,11,9,4,0.2,PhD,No
45,20,62,2,2.2,PhD,No
60,34,59,1,1.6,Bachelor,No
47,22,25,1,0.1,Bachelor,No
32,7,54,4,1.3,Bachelor,No
48,23,112,1,5.1,Master,Yes
33,8,125,1,0,Bachelor,No
49,23,194,4,8.3,Master,Yes
56,32,161,1,5.8,PhD,Yes
59,33,35,1,0.2,Bachelor,No
56,30,113,2,2.7,Bachelor,No
30,4,25,2,0.3,Master,No
59,29,45,3,2,PhD,No
38,13,119,2,7.8,Bachelor,No
47,22,30,4,0.4,Master,No
54,29,79,4,3.8,Master,No
34,9,178,1,0.8,PhD,Yes
41,16,23,2,0.3,Master,No
47,23,171,2,1.4,Bachelor,No
44,19,74,4,1.9,PhD,No
43,18,103,3,1,Bachelor,No
31,7,99,1,4,Bachelor,No
28,2,43,4,1.3,PhD,No
55,25,23,4,0.4,PhD,No
42,17,91,1,0.1,Master,No
53,29,93,1,2.7,Master,No
30,6,154,1,6,Bachelor,No
65,40,21,3,0.1,PhD,No
43,18,65,2,2.2,PhD,No
56,32,15,1,0.1,Master,No
25,0,52,3,2.6,PhD,No
35,10,30,3,1.3,Bachelor,No
50,26,42,1,1.6,Master,No
36,10,20,4,0.3,Bachelor,No
34,8,60,4,2.2,Master,No
32,6,54,4,1.8,PhD,No
51,25,60,4,2.6,Bachelor,No
52,25,41,3,1,Master,No
65,39,30,3,0.7,Master,No
51,24,21,2,1,Master,No
37,13,105,1,0.8,Master,No
35,11,65,3,2.8,Bachelor,No
67,41,20,2,0.4,Bachelor,No
30,6,179,3,4.9,Bachelor,Yes
62,38,161,1,2.9,Bachelor,No
42,17,82,1,3.7,PhD,No
48,22,43,1,1.2,Master,No
61,36,61,2,2.8,Bachelor,No
36,6,90,4,1.8,PhD,No
48,24,90,1,2.6,Master,No
65,39,21,2,0.4,Bachelor,No
25,1,118,1,5.4,Bachelor,No
55,30,44,2,2,Master,No
63,37,110,1,4.1,PhD,Yes
31,5,99,4,1.8,Master,No
43,17,98,3,1.1,Bachelor,No
28,4,69,3,0.7,Master,No
37,11,82,3,0.9,Master,No
27,3,112,3,2.5,Bachelor,No
62,38,123,1,2.9,Bachelor,No
51,24,78,1,2.67,Master,No
56,30,59,3,0.8,Bachelor,No
56,30,78,3,1.7,Master,No
44,19,49,4,1.9,PhD,No
46,19,82,3,2.67,Master,No
56,32,125,3,0.6,Bachelor,Yes
56,30,185,1,2.9,Bachelor,No
57,33,163,1,7.4,Bachelor,No
31,6,19,4,1.1,PhD,No
65,41,115,4,1.7,Master,No
31,7,81,2,2,Master,No
36,10,93,1,2.8,PhD,No
56,30,111,4,0.3,Bachelor,Yes
52,27,184,1,8.1,Bachelor,No
42,18,50,4,2.2,Master,No
55,30,55,3,1.7,Bachelor,No
49,24,13,1,0.4,PhD,No
51,25,29,4,0.1,Bachelor,No
26,2,72,4,2.6,Bachelor,No
32,7,83,1,2.6,Master,No
54,29,98,1,0.1,PhD,No
50,24,43,4,0.1,Bachelor,No
59,33,34,1,0.2,Bachelor,No
61,36,10,4,0.4,Master,No
43,19,201,2,6.67,Bachelor,No
39,14,85,3,1.2,PhD,No
56,26,50,3,1.4,PhD,No
38,14,91,2,0,Bachelor,No
25,1,112,2,2,Bachelor,No
42,17,98,2,0.4,Bachelor,No
42,18,115,1,0.3,Bachelor,No
50,26,22,4,0.5,Master,No
56,30,101,3,1.7,Master,No
43,18,83,2,3.8,PhD,No
60,35,52,3,0.5,Master,No
42,16,191,3,4.8,Master,Yes
57,33,134,4,0.9,Bachelor,Yes
48,24,54,1,1.6,Master,No
37,11,69,3,2.1,Bachelor,No
57,32,64,3,1.6,PhD,No
62,32,53,4,1.67,PhD,No
39,9,118,2,6,PhD,Yes
38,13,19,2,1.4,Master,No
54,28,31,2,0.4,PhD,No
45,21,63,1,0.8,PhD,No
39,15,25,1,1.4,PhD,No
45,19,22,1,0.2,Bachelor,No
62,38,78,1,1.8,PhD,No
43,19,81,1,0.3,Bachelor,No
30,6,41,1,2.4,Master,No
35,10,62,3,2.3,Bachelor,No
58,34,35,1,1.2,PhD,No
44,19,30,1,0.6,PhD,No
56,29,51,3,1,Master,No
28,2,140,2,2,Bachelor,No
64,39,73,3,2.4,Bachelor,No
63,39,40,4,1.2,Master,No
44,20,69,1,0.8,PhD,No
34,9,191,1,4.8,PhD,Yes
50,24,82,3,3,Master,No
51,25,181,1,3.3,PhD,Yes
30,4,38,1,1.9,PhD,No
55,31,23,2,0.2,Bachelor,No
57,33,55,1,1.8,PhD,No
43,19,58,2,3.2,Bachelor,No
61,36,29,2,0.5,Master,No
49,23,39,4,2.6,Bachelor,No
52,28,39,3,1.9,Master,No
57,33,30,3,1.5,Bachelor,No
53,23,58,4,2,PhD,No
52,28,62,1,1.8,PhD,No
39,15,62,4,2.4,Bachelor,No
58,34,19,1,1.2,PhD,No
36,12,38,1,1.5,Master,No
45,21,84,4,2,PhD,No
30,5,78,1,2.6,Master,No
49,25,22,4,0.2,Bachelor,No
44,20,81,4,2,PhD,No
43,17,32,3,0.5,Master,No
42,18,89,4,0.8,Bachelor,No
29,4,121,2,3.3,Bachelor,No
28,2,42,1,1.5,Bachelor,No
50,24,130,1,1,Bachelor,No
44,19,30,4,0,Master,No
52,26,114,1,4.9,Bachelor,No
28,4,155,1,6.33,Bachelor,No
62,38,50,2,1.1,Bachelor,No
34,10,34,1,1.5,Master,No
45,20,94,3,0.5,PhD,No
52,26,114,2,2.4,Master,No
43,18,89,3,0.5,PhD,No
54,24,49,1,1.4,PhD,No
64,38,115,1,2,Bachelor,No
27,3,148,1,1.5,Bachelor,No
42,17,72,4,1.1,Master,No
28,2,114,4,2.1,PhD,No
47,22,11,2,0,Bachelor,No
39,13,63,4,0.2,PhD,No
29,3,113,2,0.2,Bachelor,No
39,13,80,2,1.8,Bachelor,No
41,15,54,3,0.5,PhD,No
37,11,32,2,1.4,PhD,No
41,17,11,1,1,Bachelor,No
45,19,141,1,2.4,Bachelor,No
52,26,84,3,3,Master,No
58,33,18,3,0.1,Master,No
31,5,20,2,0.3,Bachelor,No
26,1,55,4,1.7,Master,No
31,7,31,4,0.4,Master,No
42,17,114,2,0.4,Bachelor,No
56,31,52,3,2,Master,No
52,28,18,1,0.3,Bachelor,No
59,35,55,1,1.8,PhD,No
32,8,29,1,0.2,PhD,No
46,22,30,3,0.5,Bachelor,No
52,28,38,2,0.8,Bachelor,No
30,5,122,2,3.1,Bachelor,No
32,8,183,1,6,Bachelor,No
35,11,41,1,2.4,Master,No
49,24,38,1,1.4,PhD,No
54,30,61,1,1.8,PhD,No
56,32,103,3,4,PhD,Yes
48,22,80,2,2.4,Master,No
28,2,22,1,0.1,Master,No
44,17,128,2,3.25,Master,Yes
30,4,142,3,4.2,Bachelor,Yes
44,20,124,1,4.7,Bachelor,No
30,4,44,1,1.9,PhD,No
47,23,170,2,6.5,Master,Yes
64,39,75,4,0.1,Master,No
48,21,78,3,2,Master,No
63,38,31,1,1.1,PhD,No
25,0,99,1,1.9,Bachelor,No
61,36,41,2,1.5,Bachelor,No
46,21,39,4,0,Master,No
57,31,51,1,1.4,Bachelor,No
40,15,52,3,0.8,PhD,No
49,19,169,3,5.67,PhD,Yes
30,5,141,1,0.8,Bachelor,No
41,17,93,4,0.8,Bachelor,No
42,15,14,3,1,Master,No
63,39,160,2,2.1,Bachelor,No
43,17,44,1,0.2,Bachelor,No
59,34,33,3,0.2,Bachelor,No
46,20,103,4,4.8,PhD,Yes
33,3,71,4,1.8,PhD,No
55,29,55,1,0.2,Bachelor,No
36,12,113,4,0.2,Bachelor,Yes
47,20,79,3,2,Master,No
59,33,80,2,0.7,Master,No
38,12,179,2,0,Bachelor,No
42,17,9,2,0,PhD,No
30,3,61,4,2,Master,No
63,38,111,2,3.9,Bachelor,No
60,35,80,3,0.5,Bachelor,No
62,37,32,3,0.2,Bachelor,No
49,23,83,1,0.3,Bachelor,No
59,33,91,4,1.9,Master,No
36,10,29,4,1,Bachelor,No
46,19,19,3,0.67,Master,No
35,8,52,2,1,Master,No
50,24,150,1,7.3,Bachelor,No
51,25,32,2,0.4,PhD,No
41,16,91,3,0.5,PhD,No
45,20,180,3,8.5,Master,Yes
41,17,121,1,0.3,Bachelor,No
57,32,25,2,0.2,PhD,No
51,25,102,1,0.3,Bachelor,No
52,28,44,4,0.9,Master,No
43,16,161,3,8,Master,Yes
63,38,134,3,4,Master,Yes
28,4,43,1,1.8,Master,No
43,18,94,4,1.1,Master,No
41,15,29,2,0.8,PhD,No
34,8,38,4,0.2,Bachelor,No
28,3,120,1,0.8,Bachelor,No
58,32,85,2,2,Bachelor,No
39,15,89,2,1.9,Bachelor,No
49,23,25,1,1.4,PhD,No
33,8,20,3,1.3,Bachelor,No
37,12,125,2,3.9,Bachelor,No
33,7,18,1,0.6,PhD,No
28,3,173,2,6.7,Bachelor,No
54,29,34,4,0.1,PhD,No
63,38,159,4,4.9,Master,Yes
57,31,55,3,2.5,Bachelor,No
56,30,32,2,0.4,PhD,No
54,29,65,4,1.8,PhD,No
29,5,83,3,1.5,Bachelor,No
41,16,30,2,1.4,Master,No
58,32,180,1,2.9,Bachelor,No
61,37,13,2,0.3,PhD,No
30,4,35,4,0.8,Bachelor,No
62,37,95,3,0.5,Bachelor,No
52,28,83,1,0,Bachelor,No
29,3,39,4,0.2,Bachelor,No
46,20,54,1,0.7,PhD,No
52,27,81,1,1.3,PhD,No
40,16,53,4,2,PhD,No
49,23,119,1,7.3,Bachelor,No
34,9,160,4,8,PhD,Yes
35,11,21,2,1,Master,No
26,2,40,1,1,PhD,No
65,40,69,4,0.1,Master,No
52,27,45,1,1.3,Master,No
32,7,55,4,2,Master,No
31,7,38,1,0.2,PhD,No
36,9,44,4,1,Master,No
50,24,45,3,0.6,Master,No
36,12,84,1,0.8,Master,No
51,27,188,2,6.9,Master,Yes
39,9,29,3,2,PhD,No
53,29,95,1,2.7,Master,No
50,25,79,1,2.9,Bachelor,No
31,4,41,1,2,Master,No
53,23,19,4,0.4,PhD,No
48,23,75,4,3.6,PhD,No
57,31,64,3,2.5,Bachelor,No
47,21,174,4,3.2,PhD,Yes
55,29,54,2,2.3,PhD,No
37,11,14,3,0.1,Master,No
59,35,94,1,3.8,Bachelor,No
53,29,10,2,0.4,Bachelor,No
31,6,145,1,0.8,Bachelor,No
35,5,203,1,10,PhD,Yes
25,1,81,2,1.6,PhD,No
37,13,153,2,6.5,Bachelor,No
40,14,58,4,0.2,PhD,No
31,5,49,4,1.8,PhD,No
62,38,132,1,2.9,Bachelor,No
41,17,85,4,0.2,PhD,No
56,32,85,3,2.67,Bachelor,No
47,23,178,1,6.5,PhD,Yes
28,4,104,3,2.5,Bachelor,No
60,34,40,1,1.6,Bachelor,No
27,2,103,1,1.9,Bachelor,No
57,33,25,2,1,Bachelor,No
62,36,69,2,1.7,PhD,No
57,31,30,3,1.4,Bachelor,No
44,17,70,3,2.67,Master,No
31,7,15,3,0.9,PhD,No
31,5,125,2,1.3,Bachelor,No
39,13,50,3,0.5,PhD,No
41,17,44,1,0.3,PhD,No
41,17,38,4,2.2,Master,No
55,29,64,3,0.8,Bachelor,No
28,2,9,1,0.1,Master,No
35,9,44,3,0.9,Bachelor,No
44,20,93,4,0.8,Bachelor,No
44,19,83,4,0.4,Bachelor,No
40,14,179,2,0,Bachelor,No
65,40,40,1,1.1,PhD,No
35,10,58,4,0.7,PhD,No
55,31,74,3,2.67,Bachelor,No
55,31,15,1,0.2,Bachelor,No
59,35,11,2,1,Bachelor,No
39,15,41,1,2,Master,No
50,24,68,1,1.5,Master,No
45,15,28,1,0.75,PhD,No
50,26,115,1,1.2,PhD,Yes
65,40,83,4,0.1,Master,No
36,11,40,2,1.1,Master,No
57,32,113,1,0.1,PhD,No
53,27,89,1,0.8,PhD,No
28,4,38,4,1.6,Bachelor,No
55,31,62,4,1.5,Bachelor,No
56,31,65,3,1.7,Bachelor,No
33,6,168,3,5.67,Master,Yes
57,32,40,3,1.7,Bachelor,No
27,3,30,1,1,PhD,No
27,3,20,4,1,Bachelor,No
54,30,58,2,3.2,PhD,No
48,22,150,1,7.3,Bachelor,No
62,38,54,1,0.8,Bachelor,No
41,16,19,2,0.3,Master,No
62,38,30,3,0.1,PhD,No
40,14,123,1,5.2,Bachelor,No
32,8,45,1,2.4,Master,No
62,38,154,1,2.9,Bachelor,No
35,11,93,2,2.7,Bachelor,No
25,0,71,4,0.2,Bachelor,No
50,25,83,4,3.1,Bachelor,Yes
61,35,99,1,4.8,PhD,Yes
43,17,55,3,2.2,Master,No
52,28,38,4,0.9,Master,No
39,13,74,3,0.9,Master,No
33,3,69,4,1.8,PhD,No
27,3,104,2,2.5,Bachelor,No
27,0,38,4,1,PhD,No
32,8,25,3,0.9,PhD,No
65,40,162,1,1.3,Bachelor,No
55,29,64,4,2.6,PhD,No
52,27,30,2,0.7,Master,No
39,13,52,3,0.5,PhD,No
35,11,42,1,1.5,PhD,No
39,15,79,2,1.8,Master,No
34,10,34,1,1.7,Bachelor,No
30,5,123,2,3.1,Bachelor,No
37,12,160,2,3.3,Bachelor,No
41,14,51,3,2.33,Master,No
31,7,108,1,4,Bachelor,No
37,13,158,2,2.3,Master,Yes
49,23,68,1,1.5,Master,No
58,33,42,2,1.6,PhD,No
45,15,32,1,0.75,PhD,No
40,14,22,2,1.4,PhD,No
34,8,29,2,2,PhD,No
62,36,183,2,3.4,PhD,Yes
54,30,69,1,1.6,PhD,No
26,2,92,2,0.2,Bachelor,No
54,30,40,2,1,PhD,No
29,4,9,4,0.5,PhD,No
48,23,128,1,0.6,Bachelor,No
27,3,110,2,0.2,Bachelor,No
42,18,171,2,8,Bachelor,No
25,1,13,4,1,Bachelor,No
45,19,25,2,0.1,PhD,No
34,9,123,1,1.6,Master,Yes
51,27,33,4,0.2,Bachelor,No
51,24,189,4,4.75,Master,Yes
60,35,34,1,0.3,PhD,No
59,35,58,1,0,Master,No
49,24,51,1,1.3,Master,No
50,25,29,2,1.3,Bachelor,No
41,16,111,2,0.4,Bachelor,No
49,24,43,4,1.9,PhD,No
50,25,130,1,0.6,Bachelor,No
63,37,20,2,0.4,Bachelor,No
63,37,101,2,2.8,Bachelor,No
33,7,48,4,2.2,Master,No
38,12,180,1,2.8,PhD,Yes
64,40,92,2,0,PhD,No
36,10,33,3,0.9,Bachelor,No
58,33,51,2,1.9,Master,No
39,14,31,2,1.4,Master,No
46,22,83,1,2.7,Bachelor,No
61,37,45,1,0.8,Bachelor,No
53,27,89,1,0.8,PhD,No
28,3,193,3,4,Master,Yes
64,40,89,1,3.8,Bachelor,No
48,24,162,4,3.3,Master,Yes
38,13,9,2,0.3,Master,No
52,22,58,4,2,PhD,No
65,40,80,1,0.8,PhD,No
59,33,73,2,1.7,PhD,No
45,20,41,1,0.3,Bachelor,No
53,28,74,3,2,Master,No
38,12,29,2,1.4,PhD,No
54,24,25,4,0.4,PhD,No
25,1,98,1,5.4,Bachelor,No
61,35,59,4,1.7,Master,No
48,23,43,4,1.9,PhD,No
46,22,72,4,1.4,Master,No
36,11,183,1,3,PhD,Yes
46,20,134,1,5.7,Bachelor,No
59,33,140,2,0.5,Bachelor,No
59,35,39,1,1.8,PhD,No
36,12,35,4,0.4,Master,No
63,37,141,2,6.9,Bachelor,No
51,24,23,1,0.5,Master,No
30,5,134,1,0,Bachelor,No
48,22,35,1,1.4,PhD,No
55,29,42,4,2.5,Bachelor,No
41,17,81,4,0.2,PhD,No
26,0,14,4,0.4,Bachelor,No
41,17,45,1,1.8,Bachelor,No
54,28,79,3,1.7,Master,No
57,31,53,1,0.8,Master,No
54,28,33,2,0.7,Master,No
35,11,190,3,3.1,Master,Yes
60,34,60,1,2.5,PhD,No
63,37,8,1,0.8,Master,No
41,14,38,3,1,Master,No
46,22,154,1,5,Bachelor,No
31,5,54,4,2.2,Master,No
58,32,41,3,1.4,Bachelor,No
59,35,25,2,0.3,Bachelor,No
46,22,53,2,1.7,Bachelor,No
33,9,79,1,0.1,Bachelor,No
56,31,13,4,0.9,Master,No
47,23,130,2,1.4,Bachelor,No
59,33,93,2,0.7,Master,No
24,0,82,3,0.8,Bachelor,No
39,14,15,2,0.3,Master,No
30,3,150,4,5,Master,Yes
55,29,131,2,0.7,Master,Yes
47,21,28,3,1.5,Bachelor,No
